Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,000",EE Sundernagar,Sundernagar,No,PWD,PW-SNR-CB-E-GR/18-14415-25 dt 26-10-19,2019_PWD_32522_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,07-Nov-2019 05:35 PM,19-Nov-2019 11:00 AM,07-Nov-2019 05:45 PM,18-Nov-2019 06:00 PM,NA ,NA ,07-Nov-2019 06:00 PM,18-Nov-2019 06:00 PM,20-Nov-2019 03:10 PM,Executive Engineer,Sunder Nagar Division HPPWD Sundernagar,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,RRD on Janoul Jaral Road KM 0/0 to 6/855,SH Construction of 10 mtr span RCC slab culvert at RD 2/105,AS per bid document ,NA ,"45,81,642",Civil Works,NA ,Tender,120.0,180.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,DD - Demand Draft,"76,500",No,fixed,,EE Sundernagar,Sundernagar,AOC,Finance,FBOS,Naresh Raj Chandel,21-Nov-2019 05:00 PM,finance_46773.pdf,BOQ Comparative Chart,1.0,136511.0,CRC Construction,INR,"5,405,771",1.0,136511.0,CRC Construction,18-Nov-2019 05:36 PM,Accepted-AOC,L-1,03-Feb-2020 02:54 PM,Technical,BOS,Naresh Raj Chandel,19-Nov-2019 04:17 PM,technical_46773.pdf,PWD,2019_PWD_32522_1,PW-SNR-CB-E-GR/18-14415-25 dt 26-10-19,RRD on Janoul Jaral Road KM 0/0 to 6/855,Er D.R. Chauhan Executive Engineer,Internal,Er Chaman Singh AE Nihri Sushil Kumar Sr DAO Gr-I Amar Singh HDM Girja Sharma Supdt Gr-II,Naresh Raj Chandel,20-Nov-2019 02:57 PM,20-Nov-2019 03:10 PM,techsummary_46773.pdf (4413.04 KB),Superintendidng Engineer 1st Circle Mandi,Internal,Executive Engineer (D) 1st Circle Mandi Executive Engineer Sundernagar Divn CHD Superintendent Gr-II,Naresh Raj Chandel,03-Feb-2020 02:48 PM,finsummary_46773.pdf (7138.02 KB),03-Feb-2020,"INR 5,405,771",180.0,Naresh Raj Chandel,03-Feb-2020 02:54 PM,AOCJanoul.pdf (7138.00 KB),AOC issed after negotiation.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,2.0,136656.0,Pradeep Kumar,18-Nov-2019 03:43 PM,Rejected-AOC,L-2,03-Feb-2020 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,136445.0,Vivek Prasher,18-Nov-2019 10:19 AM,Rejected-AOC,L-3,03-Feb-2020 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
