Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Special repair to Central Library Building at Dr R.P. Govt. Medical College at Tanda in Distt Kangra (HP) (Deposit Work),"Providing and fixing prepainted steel sheet, ridges and valley etc",Please refer Tender documents. ,NA ,"12,57,228",Civil Works,NA ,Tender,120.0,90.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD (Nationalized Bank),28-Dec-2019 05:00 PM,16-Jan-2020 11:30 AM,28-Dec-2019 05:00 PM,15-Jan-2020 05:00 PM,NA ,NA ,28-Dec-2019 05:00 PM,15-Jan-2020 05:00 PM,29-Jan-2020 11:00 AM,1.0,DD - Demand Draft,500.0,EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,"25,200",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,PWD,PWD CIVIL-5087-5116-TANDA,2019_PWD_33703_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,AOC,Finance,Sum,Suresh Kumar Walia,24-Feb-2020 03:21 PM,finance_48575.pdf,BOQ Comparative Chart,1.0,144855.0,ARIT SOOD,INR,"1,202,692",1,145020,Ajeev Kumar,15-Jan-2020 03:44 PM,Rejected-Technical,Not Fulfill criteria,24-Jan-2020 04:14 PM,Technical,Sum,Suresh Kumar Walia,24-Jan-2020 04:05 PM,technical_48575.pdf,Dr Suresh Kumar walia,Internal,Er Vinay Mehra Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,24-Jan-2020 04:14 PM,29-Jan-2020 11:00 AM,techsummary_48575.pdf (895.98 KB),PWD,2019_PWD_33703_2,PWD CIVIL-5087-5116-TANDA,Special repair to Central Library Building at Dr R.P. Govt. Medical College at Tanda in Distt Kangra (HP) (Deposit Work),24-Feb-2020,"INR 1,202,692",90.0,Suresh Kumar Walia,26-Feb-2020 12:58 PM,Award.pdf (456.00 KB),Award,Dr Suresh Kumar walia,Internal,Er Ankit AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,24-Feb-2020 03:25 PM,finsummary_48575.pdf (197.37 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,145026,Ankit Garg,15-Jan-2020 03:58 PM,Rejected-AOC,L2,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,144855,ARIT SOOD,14-Jan-2020 06:13 PM,Accepted-AOC,L1,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,144804,Arun Kumar,15-Jan-2020 04:09 PM,Rejected-AOC,L4,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,144834,BITTHAL BHARDWAJ,14-Jan-2020 04:53 PM,Rejected-AOC,L5,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,144780,kksarmai,14-Jan-2020 12:34 PM,Rejected-AOC,L8,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,144965,Kulbir Kumar,15-Jan-2020 12:42 PM,Rejected-AOC,L6,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,144752,Puneet Khosla,14-Jan-2020 08:02 PM,Rejected-Technical,Not Fulfill criteria,24-Jan-2020 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,144490,Saini,15-Jan-2020 12:28 PM,Rejected-Technical,Not Fulfill criteria,24-Jan-2020 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,144826,Vijay Kumar,14-Jan-2020 04:18 PM,Rejected-AOC,L7,26-Feb-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
