Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Category,Sub Category,Sub Category Description,Format/File,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial bid summary,Dalip singh Patial,25-Jun-2019 12:18 PM,finance_42452.pdf,BOQ Comparative Chart,1.0,122388.0,Pawan Kumar,INR,"792,505",Technical,technical bid summary,Dalip singh Patial,24-Jun-2019 03:34 PM,technical_42452.pdf,1.0,122403.0,Kashmir Singh,21-Jun-2019 07:59 PM,Rejected-Finance,rejected being L2,25-Jun-2019 12:25 PM,Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Sh Yadvinder Kumar Sr Asstt Sh Kapil Dev Sr Asstt,Dalip singh Patial,25-Jun-2019 12:25 PM,finsummary_42452.pdf (601.29 KB),14-Feb-2020,"INR 792,505",365.0,Dalip singh Patial,20-Feb-2020 03:20 PM,AOC.pdf (672.00 KB),tender awarded to L1 contractor Sh. Pawan Kumar Class C Contractor,PWD,2019_PWD_29315_1,PW/MED/TA/NIT /e-notice/19-20-888-94 dt 30.05.19,"Construction of Science lab at Government Senior Secondary School at Sainj, Tehsil- Chachiot, District Mandi HP SH Providing E.I therein",Er Dalip singh Patial EE,Internal,Sh. Jai Ram HDM Sh Yadvinder Kumar Sr Asstt Sh Kapil Dev Sr Asstt,Dalip singh Patial,24-Jun-2019 03:46 PM,24-Jun-2019 04:00 PM,techsummary_42452.pdf (435.11 KB),AOC,14-Jun-2019 10:00 AM,24-Jun-2019 11:30 AM,14-Jun-2019 10:00 AM,24-Jun-2019 10:00 AM,NA ,NA ,14-Jun-2019 10:00 AM,24-Jun-2019 10:00 AM,24-Jun-2019 04:00 PM,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,PWD,PW/MED/TA/NIT /e-notice/19-20-888-94 dt 30.05.19,2019_PWD_29315_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"14,000",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,"Construction of Science lab at Government Senior Secondary School at Sainj, Tehsil- Chachiot, District Mandi HP SH Providing E.I therein","Construction of Science lab at Government Senior Secondary School at Sainj, Tehsil- Chachiot, District Mandi HP SH Providing E.I therein",Please refer to NIT and bid document ,NA ,"6,89,257",Electrical Works,NA ,Tender,120.0,365.0,Sianj,175029.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER INDICATED IN SCHEDULE F,",Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,350.0,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,No,AOC
,,,,,,,,,,,,,,,,2.0,122388.0,Pawan Kumar,21-Jun-2019 07:56 PM,Accepted-AOC,work awarded being L1 contractor,20-Feb-2020 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,122628.0,SURESH KUMAR,23-Jun-2019 08:15 PM,Rejected-Technical,Bid non responsive and disqualified,24-Jun-2019 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid CONTRACTOR REGISTRATION (Electrical) in appropriate Class B or C,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid Electrical license REFER GENERAL RULES NO 23,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax (PAN) and GST REGITRATION GENERAL RULES NO. 21,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
