Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Opened,Sanjiv Mahajan,15-Feb-2020 04:24 PM,finance_42845.pdf,BOQ Comparative Chart,1.0,124326.0,pritam singh thkur,INR,"3,769,548",Technical,Opened,Subhash Chander,22-Aug-2019 04:27 PM,technical_42845.pdf,1.0,124844.0,Ashok Soni,17-Jul-2019 04:17 PM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,15-Feb-2020,"INR 3,426,320",120.0,Sanjiv Mahajan,15-Feb-2020 04:33 PM,Award.pdf (222.00 KB),Award,Er. Sanjiv Mahajan,Internal,"Er. Rishi Kumar, A.E., Sh. Santosh Dayal, DAO, Sh. Ajay Mahajan, HDM, Sh. Jiwan Singh, Supdt.",Sanjiv Mahajan,15-Feb-2020 04:31 PM,finsummary_42845.pdf (59.23 KB),Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Sh. S.K. Dayal Sr. DAO Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA,Subhash Chander,22-Aug-2019 04:32 PM,22-Aug-2019 04:35 PM,techsummary_42845.pdf (130.29 KB),PWD,2019_PWD_29620_6,2232-80 dated 22-06-2019,C/O approach road from IPH Rest House to NIFT complex at Kangra km. 0/0 to 0/630,AOC,1.0,DD - Demand Draft,PWD,2232-80 dated 22-06-2019,2019_PWD_29620_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"58,900",No,fixed,,"Executive Engineer, HP.PWD., Division, Kangra",Kangra,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra","1,500","Executive Engineer, HP.PWD., Division, Kangra",Kangra,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,04-Jul-2019 10:00 AM,18-Jul-2019 11:30 AM,04-Jul-2019 10:00 AM,18-Jul-2019 11:00 AM,NA ,NA ,04-Jul-2019 10:00 AM,18-Jul-2019 11:00 AM,22-Aug-2019 04:35 PM,C/O approach road from IPH Rest House to NIFT complex at Kangra km. 0/0 to 0/630,(SH- F/C and filling C/O R/Walls interlocking tile flooring and C/O U-Shape and V-Shape drain in km. 0/0 to 0/630),Please refer Tender documents. ,NA ,"34,26,328",Civil Works - Roads,NA ,Tender,120.0,120.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,AOC
,,,,,,,,,,,,,,,,2.0,124797.0,Ashwani,17-Jul-2019 01:36 PM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,124813.0,DILWAG SINGH GOVT. COT.,17-Jul-2019 02:08 PM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,124755.0,Harminder Singh,18-Jul-2019 09:52 AM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,124995.0,Karan Parmar,18-Jul-2019 10:57 AM,Rejected-Technical,Non- Responsive,22-Aug-2019 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,124977.0,pankaj,18-Jul-2019 10:08 AM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7.0,124948.0,PARDEEP KUMAR,18-Jul-2019 12:03 AM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8.0,124326.0,pritam singh thkur,13-Jul-2019 11:23 AM,Accepted-AOC,Awarded,15-Feb-2020 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9.0,124726.0,Sandeep Govt Contractor,16-Jul-2019 07:18 PM,Rejected-Finance,Rates quoted are higher side,15-Feb-2020 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,10.0,124736.0,SANJEEV KUMAR GOVT CONTRACTOR,16-Jul-2019 07:15 PM,Rejected-Technical,Non Responsive,22-Aug-2019 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
