S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,71528,BHASKAR SARMAH AND MRIDUL SAIKIA(JV),10-Jan-2020 08:44 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,18-Jan-2020 02:14 PM,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"ACE,UAZ,WRD, Director(D P), Dy. Director (D P), EE/AEE(Concerned), AO(Dibrugarh W.R.Division), Tech. Assistant(With DSC)",Bhupen Bora,24-Feb-2020 06:19 PM,finsummary_23355.pdf (754.57 KB),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,18-Jan-2020 02:14 PM,technical_23355.pdf,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_15407_1,JOR/SOPDG/DASAMOWA/2019-20/1,Protection of Dasamowa area from the erosion of river Dhansiri under SOPD (G) 2019-20 (Package 3),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Director, Design and Planning, Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh W. R. Division, EE, Jorhat W.R. Division",Joy Sekhar Chakraborty,18-Jan-2020 02:16 PM,18-Jan-2020 02:20 PM,techsummary_23355.pdf (37.34 KB),24-Feb-2020,INR 9695655.2,90.0,Bhupen Bora,24-Feb-2020 06:26 PM,DOSAMUWAPK-3.pdf (1326.00 KB),Protection of Dasamowa area from the erosion of river Dhansiri under SOPD (G) 2019-20 (Package 3),Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,18-Jan-2020 02:27 PM,,BOQ Comparative Chart,1.0,71296.0,SANJIB BORUAH,INR,7961138.0,1.0,Tender Revoked,Tender Revoked,18-Jan-2020 01:11 PM,Corrigendum.pdf ,67.88,Technical Opening,AOC,Department of Water Resources||Chief Engineer - DoWR,JOR/SOPDG/DASAMOWA/2019-20/1,2019_DoWR_15407_1,Yes,Open Tender,Works,Works,3.0,No,No,Online,No,No,No,1.0,Fee,.pdf,Cost of Tender and EMD,1.0,SBI Bank,"1,93,913",Yes,percentage,2.0%,"The Executive Engineer, Jorhat W. R. Division",Jorhat,"Additional Chief Engineer, UAZ, W. R. Department","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh","2,000","The Executive Engineer, Jorhat W. R. Division",Jorhat,No,Protection of Dasamowa area from the erosion of river Dhansiri under SOPD (G) 2019-20 (Package 3),Protection of Dasamowa area from the erosion of river Dhansiri under SOPD (G) 2019-20 (Package 3),Please refer Tender documents. ,NA ,"96,95,655",Civil Works,NA ,Tender,180.0,90.0,Jorhat,786005.0,Dibrugarh ,"O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh ",27-Dec-2019 12:00 PM ,Dibrugarh,No ,No,20-Dec-2019 06:00 PM,11-Jan-2020 02:00 PM,20-Dec-2019 06:05 PM,10-Jan-2020 02:00 PM,NA ,NA ,02-Jan-2020 10:00 AM,10-Jan-2020 02:00 PM,18-Jan-2020 02:20 PM,AOC
2,71467,DEBAJIT HAZARIKA,09-Jan-2020 07:01 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,70901,DEBA KANTA KALITA,06-Jan-2020 12:19 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,71155,MOHAN CH DAS,10-Jan-2020 10:37 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,18-Jan-2020 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,71462,NK AGARWALLA,10-Jan-2020 11:00 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,70929,POLASH JYOTI SAIKIA,05-Jan-2020 08:06 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,71335,PRAJIB DUTTA,09-Jan-2020 07:14 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,71526,RAJIB DUTTA,10-Jan-2020 07:38 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,71296,SANJIB BORUAH,09-Jan-2020 08:35 PM,Accepted-AOC,PROPER,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,70724,SRI DIPJYOTI BORUAH,05-Jan-2020 10:13 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2020 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
