Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),Executive Engineer,HP PWD Theog Division,"14,400",No,fixed,,EE Theog,HP PWD Theog,350.0,EE Theog,HP PWD Theog,No,C.o Banin Nallah to Raog Road Km. 0.0 to 2.0 SH C.o PCC R.Wall in km. 0.390 to 0.405 and wire crate with PCC wall in KM. 0.575 to 0.590,C.o Banin Nallah to Raog Road Km. 0.0 to 2.0 SH C.o PCC R.Wall in km. 0.390 to 0.405 and wire crate with PCC wall in KM. 0.575 to 0.590,Please refer Tender documents. ,NA ,"7,19,455",Civil Works - Roads,NA ,Tender,120.0,90.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Theog,No ,No,PWD,pw.THD/CB/-tender2019-11679-90 dt.13.12.19,2019_PWD_33645_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,26-Dec-2019 11:00 AM,07-Jan-2020 11:00 AM,26-Dec-2019 11:00 AM,06-Jan-2020 06:00 PM,NA ,NA ,26-Dec-2019 11:00 AM,06-Jan-2020 06:00 PM,21-Jan-2020 04:00 PM,1.0,DD - Demand Draft,AOC,1,143753,Bal Krishan Verma,04-Jan-2020 02:10 PM,Rejected-Finance,Non Responsive,27-Feb-2020 12:53 PM,Technical,summary,Satish Chand,21-Jan-2020 03:13 PM,technical_48495.pdf,1.0,143728.0,Jagat Ram,INR,"967,572",Finance,Summary,Satish Chand,27-Jan-2020 11:29 AM,finance_48495.pdf,BOQ Comparative Chart,PWD,2019_PWD_33645_4,pw.THD/CB/-tender2019-11679-90 dt.13.12.19,C.o Banin Nallah to Raog Road Km. 0.0 to 2.0 SH C.o PCC R.Wall in km. 0.390 to 0.405 and wire crate with PCC wall in KM. 0.575 to 0.590,Er Satish Chand,Internal,Deepak Sharma Sr DAO Lekh Ram Shandil HDM Leela Verma Sr Asstt,Satish Chand,21-Jan-2020 03:46 PM,21-Jan-2020 04:00 PM,techsummary_48495.pdf (876.44 KB),Er Satish Chand,Internal,Deepak Sharma Sr DAO Lekh Ram Shandil HDM Leela Verma Sr Asstt.,Vijay Kumar Chauhan,27-Feb-2020 12:53 PM,finsummary_48495.pdf (407.06 KB),27-Feb-2020,"INR 719,455",90.0,Vijay Kumar Chauhan,27-Feb-2020 12:56 PM,AOCBani.pdf (418.00 KB),AOC,AOC
,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2,143921,BHUPENDER HETTA,06-Jan-2020 12:55 PM,Rejected-Technical,Non Responsive,21-Jan-2020 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,143738,BITTU RATHOR,04-Jan-2020 03:09 PM,Rejected-Technical,Non Responsive,21-Jan-2020 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,143783,Gian Chand,04-Jan-2020 04:05 PM,Rejected-Finance,Non Responsive,27-Feb-2020 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,143924,GOVERDHAN SINGH VERMA,06-Jan-2020 01:04 PM,Rejected-Technical,Non Responsive,21-Jan-2020 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,143736,Harish Chandel,04-Jan-2020 01:18 PM,Rejected-Technical,Non Responsive,21-Jan-2020 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,144017,Harish Sharma,06-Jan-2020 05:57 PM,Rejected-Technical,Non Responsive,21-Jan-2020 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,143728,Jagat Ram,04-Jan-2020 03:00 PM,Accepted-AOC,Responsive,27-Feb-2020 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,143542,MANOJ SHARMA,04-Jan-2020 03:29 PM,Rejected-Finance,Responsive,27-Feb-2020 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,143782,Mehar Singh,06-Jan-2020 04:11 PM,Rejected-Finance,Non Responsive,27-Feb-2020 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
