S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,61146,APT INSPECTIN TECHNOLOGIES,06-Jul-2019 11:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Aug-2019 03:33 PM,20-Feb-2020,INR 2479000.0,540.0,Utpal Borgohain,20-Feb-2020 02:18 PM,LOI_TPIA.PDF (320.00 KB),WORK SHALL BE FOR QUATITY SURVEILTANCE OF NAMBOR _GOLAGHAT_NUMIALIGARH AREA GAS PIPELINE PROJECT AND EORTHCOMING PROJECTS,Industries and Commerce Department||Assam Gas Company Ltd - ICD,2019_ICD_13227_1,AGCL/BD/PMC GHT/TPIA/2019/46 DT 20/06/19,HIRING OF TPIA,Finance,LOI for above tenders attcheded,Utpal Borgohain,11-Jan-2020 10:24 AM,finance_20606.pdf,BOQ Comparative Chart,Technical,pc board has approved the qualifier bidders for price bid openings. Pc baord summary enclosed .,Utpal Borgohain,26-Aug-2019 03:33 PM,technical_20606.pdf,MANAGING DIRECTOR,Internal,"S. TAMULI, D.K DUTTA, DC PHUKAN, A.N HAZARIKA. M K BARUAH, VIJAY K L",Utpal Borgohain,26-Aug-2019 03:37 PM,26-Aug-2019 03:40 PM,techsummary_20606.pdf (261.28 KB),MANAGING DIRECTOR,Internal,"S.TAMULI, D. KR DUTTA,D. C PHUKAN, V.KR L.A.N HAZARIKA,M.K BARUAH",Utpal Borgohain,20-Feb-2020 01:43 PM,finsummary_20606.pdf (549.84 KB),1.0,61471.0,MEENAAR GLOBAL CONSULTANTS LLP,INR,2479000.0,AOC,"6,000",ASSAM GAS COMPANY LIMITED,DULIAJAN,Yes,20-Jun-2019 02:00 PM,18-Jul-2019 03:00 PM,20-Jun-2019 02:15 PM,18-Jul-2019 02:30 PM,20-Jun-2019 02:15 PM ,27-Jun-2019 11:00 AM ,28-Jun-2019 11:00 AM,18-Jul-2019 02:30 PM,26-Aug-2019 03:40 PM,1.0,DD - Demand Draft,HIRING OF TPIA,Hiring of Third Party Inspection Agency,Please refer Tender documents. ,NA ,0.0,Consultancy,NA ,Tender,180.0,540.0,GOLAGHAT DISTRICT,785621.0,NOIDA ,VCS QUALITY SERVICES PVT LTD UNIT NO 707 TOWER 1 PLOT NO 22 ABC TOWER SECTOR 135 NOIDA 201301 ,02-Jul-2019 04:00 PM ,DULIAJAN,No ,No,1.0,CORRIGENDUM 2,Date,,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,M K BARUAH C M C AND BD,ASSAM GAS COMPANY LIMITED DULIAJAN DIST DIBRUGARH ASSAM 786602,"51,000",Yes,fixed,,ASSAM GAS COMPANY LIMITED,DULIAJAN,Industries and Commerce Department||Assam Gas Company Ltd - ICD,AGCL/BD/PMC GHT/TPIA/2019/46 DT 20/06/19,2019_ICD_13227_1,Yes,Open Tender,Buy,Services,2.0,No,No,Offline,No,No,No,AOC
2,61552,Bureau Veritas (India) Pvt. Ltd.,17-Jul-2019 05:19 PM,Rejected-AOC,Bid Amt is higher than L1 bidder,20-Feb-2020 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,COMMERCIAL,,,,,,,,,,,,,,,,,,,,,,,AOC
3,61191,DASH INSPECTORATE PVT. LTD,04-Jul-2019 05:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Aug-2019 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
4,61451,Edlipse Engineering Global Pvt Ltd,11-Jul-2019 09:49 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Aug-2019 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,61487,INTERNATIONAL CERTIFICATION SERVICES PVT LTD,18-Jul-2019 10:47 AM,Rejected-AOC,Bid Amt is higher than L1 bidder,20-Feb-2020 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,61401,IRCLASS SYSTEMS AND SOLUTIONS PRIVATE LIMITED,18-Jul-2019 01:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Aug-2019 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,61471,MEENAAR GLOBAL CONSULTANTS LLP,18-Jul-2019 11:15 AM,Accepted-AOC,qualified as L1 Bidder,20-Feb-2020 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,61384,MOODY INTERNATIONAL INDIA PVT. LTD.,10-Jul-2019 06:07 PM,Rejected-AOC,Bid Amt is higher than L1 bidder,20-Feb-2020 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,61376,Quality Services and Solutions Pvt Ltd,11-Jul-2019 03:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Aug-2019 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,61006,TUV SUD South Asia Private Limited,18-Jul-2019 12:13 PM,Rejected-AOC,Bid Amt is higher than L1 bidder,20-Feb-2020 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
