Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,Balance work for the Construction of Bhuana Ashapu,2019_PWD_33763_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,30-Dec-2019 05:00 PM,16-Jan-2020 11:00 AM,30-Dec-2019 05:00 PM,15-Jan-2020 05:00 PM,NA ,NA ,30-Dec-2019 05:00 PM,15-Jan-2020 05:00 PM,27-Jan-2020 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,Balance work for the Construction of Bhuana Ashapuri road (Portion Ashapuri Bus stand to Ashapuri Temple),"Formation cutting, R/wall, Cross Drainage work in Km 10/815 to 11/240",Please refer Tender documents. ,NA ,"10,94,247",Civil Works - Roads,NA ,Tender,120.0,120.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,"22,000",Yes,fixed,,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,500.0,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,Yes,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,AOC,1.0,143998.0,Asha Kumari,15-Jan-2020 01:03 PM,Rejected-AOC,Rejected due to higher rates bidder L3,19-Feb-2020 03:41 PM,Technical,Summary,Virender Kumar,24-Jan-2020 03:44 PM,technical_48628.pdf,1.0,144700.0,Rajinder Kumar,INR,"1,072,254",Finance,Summary,Virender Kumar,30-Jan-2020 11:57 AM,finance_48628.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,24-Jan-2020 03:47 PM,27-Jan-2020 11:00 AM,techsummary_48628.pdf (278.67 KB),PWD,2019_PWD_33763_1,Balance work for the Construction of Bhuana Ashapu,Balance work for the Construction of Bhuana Ashapuri road (Portion Ashapuri Bus stand to Ashapuri Temple),19-Feb-2020,"INR 1,094,247",120.0,Virender Kumar,19-Feb-2020 03:41 PM,Awarded.pdf (416.00 KB),Awarded,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,30-Jan-2020 12:04 PM,finsummary_48628.pdf (227.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,AOC,2.0,144700.0,Rajinder Kumar,13-Jan-2020 03:28 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,19-Feb-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail / work in hand in last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,145016.0,Rajinder Kumar Govt.Contractor,15-Jan-2020 04:09 PM,Rejected-AOC,Rejected due to higher rates bidder L4,19-Feb-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,145046.0,ROHIT RANA,15-Jan-2020 04:47 PM,Rejected-AOC,Rejected due to higher rates bidder L7,19-Feb-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,145050.0,SHUBHAM RANA,15-Jan-2020 04:56 PM,Rejected-AOC,Rejected due to higher rates bidder L6,19-Feb-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,145042.0,Surinder Singh,15-Jan-2020 04:38 PM,Rejected-AOC,Rejected due to higher rates bidder L5,19-Feb-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,144705.0,TANUJ SHARMA,13-Jan-2020 04:54 PM,Rejected-AOC,Rejected due to higher rates bidder L2,19-Feb-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
