Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE ENGINEER ELECT HIMUDA SHIMLA,HIMUDA ELECTRICAL DIVISION KASUMPTI SHIMLA 171009,"2,500",EXECUTIVE ENGINEER ELECT HIMUDA SHIMLA,KASUMPTI SHIMLA 171009,No,"Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA",HIMUDA PP and E W7 2018 2331 41 dated 27 12 2019,2020_HIMUD_33912_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"21,600",Yes,fixed,,EXECUTIVE ENGINEER ELECT HIMUDA SHIMLA,KASUMPTI SHIMLA 171009,Construction of Fire Station Office Building at Baddi Distt Solan HP SH Providing internal Electrical Installation Balance work,Providing internal Electrical Installation Balance work,Please refer Tender documents. ,NA ,"10,78,361",Electrical Works,NA ,Tender,120.0,90.0,Baddi Distt. Solan HP,173205.0,NA ,NA ,NA ,HIMUDA ELECTRICAL DIVISION KASUMPTI SHIMLA 171009,No ,No,1.0,Fee/PreQual/Technical,.pdf,Please down load the attached document for detail description,1.0,DD - Demand Draft,06-Jan-2020 04:00 PM,27-Jan-2020 02:00 PM,06-Jan-2020 05:00 PM,24-Jan-2020 05:00 PM,NA ,NA ,06-Jan-2020 05:00 PM,24-Jan-2020 05:00 PM,28-Jan-2020 01:40 PM,AOC,31-Jan-2020,"INR 1,442,771",90.0,Kamal Kishore Garg,12-Feb-2020 03:21 PM,AwardFIREstationBaddi.pdf (618.00 KB),AWARD OF WORK,Technical,Technical bid has been opened and summary is being uploaded,Kamal Nain Bhalla,28-Jan-2020 01:31 PM,technical_49018.pdf,Finance,Financial bid has been opened and summary is being uploaded,Kamal Nain Bhalla,28-Jan-2020 04:52 PM,finance_49018.pdf,BOQ Comparative Chart,1,146356,ARUN KUMAR SHARMA,24-Jan-2020 08:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,SE (S),Internal,SUPTD HDM DAO EE (E),Kamal Nain Bhalla,28-Jan-2020 01:37 PM,28-Jan-2020 01:40 PM,techsummary_49018.pdf (319.57 KB),SE (S),Internal,SUPTD HDM DAO EE (E),Kamal Nain Bhalla,28-Jan-2020 04:58 PM,finsummary_49018.pdf (78.75 KB),"Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA",2020_HIMUD_33912_2,HIMUDA PP and E W7 2018 2331 41 dated 27 12 2019,Construction of Fire Station Office Building at Baddi Distt Solan HP SH Providing internal Electrical Installation Balance work,1.0,146507.0,KUMAR ELECTRONICS CO.,INR,"1,442,771",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,SCHEDULE OF QUANTITY,2.0,FDR - Fixed Deposit,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,146432,Bhag Ram,24-Jan-2020 08:22 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,146482,Bhardwaj Electrical Co.,24-Jan-2020 01:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,146228,DHARMENDER SINGH,21-Jan-2020 11:13 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,146489,GURU NANAK ELECTRICALS,24-Jan-2020 02:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,146507,KUMAR ELECTRONICS CO.,24-Jan-2020 03:25 PM,Accepted-AOC,1st Lowest,12-Feb-2020 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,145322,Kumar Enterprises,24-Jan-2020 12:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,146495,NITIN PROP A VIGHNA ELECTRICALS,24-Jan-2020 02:33 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,146397,Rajesh Kumar Jaswal,23-Jan-2020 02:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,146508,raman devwedi,24-Jan-2020 03:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jan-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
