Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
CGM(PPD),"O/o the CGM(PPD), APDCL Bijulee Bhawan, Paltanbazar,Guwahati",1.0,DD - Demand Draft,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,APDCL/CGM (PPD)/NRE_ 83 /Pt_I/ 2017_18/302,2019_APDCL_11808_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,12-Feb-2019 05:00 PM,07-Mar-2019 03:00 PM,12-Feb-2019 05:00 PM,07-Mar-2019 02:00 PM,NA ,NA ,17-Feb-2019 09:00 AM,07-Mar-2019 02:00 PM,17-Jun-2019 11:00 AM,"10,000",APDCL,Guwahati,No,1.0,Fee/PreQual/Technical,.pdf,Tender Cost,1.0,Date Extension,Admin Corrigendum Date Extend,,Supply installation of Off grid solar power plant,"Supply, Installation, Testing and commissioning including 5 years Operation, Comprehensive Warranty and Maintenance of Off Grid Solar Power Plant to be installed at important historical, religious places like Satra in Assam",Please refer Tender documents. ,NA ,0.0,Electrical Works,NA ,Tender,90.0,180.0,Important locations like Satras in Assam,781001.0,"O/o the GM(NRE), APDCL ","O/o the GM(NRE), APDCL Bijulee Bhawan, Paltanbazar,Guwahati ",16-Feb-2019 02:00 PM ,"O/o the GM(NRE), APDCL",No ,No,"8,00,000",Yes,fixed,,APDCL,Guwahati,AOC,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,2019_APDCL_11808_1,APDCL/CGM (PPD)/NRE_ 83 /Pt_I/ 2017_18/302,Supply installation of Off grid solar power plant,CGM_PPD,Internal,,Prakash Bezbaruah,03-Feb-2020 04:22 PM,finsummary_18716.pdf (2840.98 KB),Finance,"Financial evaluation agenda for Supply, Installation, Testing and commissioning including 5 years Operation, Comprehensive Warranty and Maintenance of Off Grid Solar power plant to be installed at imp historical locations, religious places like Satras",Prakash Bezbaruah,03-Feb-2020 04:07 PM,finance_18716.pdf,BOQ Comparative Chart,GM NRE,Internal,,Prakash Bezbaruah,13-Jun-2019 01:33 PM,17-Jun-2019 11:00 AM,techsummary_18716.pdf (4827.40 KB),1.0,56908.0,Arunachal Pradesh Power Corporation Private Limited,INR,36600000.0,Technical,Technical Evaluation,Prakash Bezbaruah,13-Jun-2019 12:57 PM,technical_18716.pdf,03-Feb-2020,INR 3.66E+7,180.0,Prakash Bezbaruah,03-Feb-2020 04:33 PM,LOA_Issued_Satra.pdf (24517.00 KB),"LoA Supply, Installation, Testing and commissioning including 5 yrs Operation, Comprehensive Warranty and Maintenance of Off grid Solar plant to be installed at imp historical and religious locations",1,56908,Arunachal Pradesh Power Corporation Private Limited,28-Feb-2019 11:36 AM,Accepted-AOC,L1,03-Feb-2020 04:33 PM,AOC
,,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,Extension Notice 2,Date,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56577,Better Power Pvt. Ltd,05-Mar-2019 12:01 PM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Technical Documents,3.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,57166,DS SYSTEMS PVT LTD,02-Mar-2019 11:48 AM,Rejected-Technical,Rejected,13-Jun-2019 01:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57139,Firstgreen Consulting Pvt. Ltd.,01-Mar-2019 08:17 PM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,57175,HYGRID SOLAR,02-Mar-2019 04:19 PM,Rejected-Finance,L4,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,57147,M/S Assam Electric Store,01-Mar-2019 09:28 PM,Rejected-Technical,Rejected,13-Jun-2019 01:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,57127,North East Agency,01-Mar-2019 05:54 PM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,57103,NUCLEUS ENERGY PRIVATE LIMITED,02-Mar-2019 10:42 AM,Rejected-Technical,Rejected,13-Jun-2019 01:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,56243,PAE RENEWABLES PRIVATE LIMITED,01-Mar-2019 03:36 PM,Rejected-Finance,L3,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,57174,Purbanchal Enterprise,02-Mar-2019 10:42 AM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,57180,RDB AUTOMOTIVE PVT LTD,05-Mar-2019 08:15 PM,Rejected-Finance,L5,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,56976,SHAKTI TRANS INFRA,02-Mar-2019 10:39 AM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57146,Singhi Cables And Conductor Pvt Ltd,01-Mar-2019 09:49 PM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,57125,SUNSHELL POWER,01-Mar-2019 06:19 PM,Rejected-Technical,Rejected,13-Jun-2019 01:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,56448,Systemic Electric Pvt Ltd,02-Mar-2019 10:52 AM,Rejected-Finance,L2,03-Feb-2020 04:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,56470,T N T Projects Ltd,02-Mar-2019 11:03 AM,Rejected-Finance,Non Responsive,03-Feb-2020 04:22 PM,AOC
