EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"18,55,000",No,fixed,,EE Jawali,Jawali,1.0,Corrigendum,Date,,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP",IPH-JWL-CB-EATENDER/7677-7720 dt 04.12.2018,2018_HPIPH_25139_1,Yes,Open Tender,Lump-sum,Works,3.0,No,No,Online,No,No,No,Executive Engineer,IPH Division Jawali.,"2,500",EE IPH Jawali,Jawali,No,1.0,Fee,.pdf,Cost of tender form and EMD through online mode and proof of deposit thereof,"Engineering procurement construction testing commissioning trial run and operation and maintenance of various components of Ghar Jarot other Multi Villages Rural Piped Water Supply Schemes for Part of Block Nagrota Surian,Distt Kangra HP","Engineering procurement construction testing commissioning trial run and operation and maintenance of various components of Ghar Jarot other Multi Villages Rural Piped Water Supply Schemes for Part of Block Nagrota Surian,Distt Kangra HP",Please refer to tender document ,NA ,"18,55,19,726",Civil Works,NA ,Tender,120.0,1095.0,Block Nagrota Surian,176023.0,Shimla ,Project Director Jal Bhawan Shimla ,18-Dec-2018 03:00 PM ,EE IPH Jawali,No ,No,1.0,ICICI BANK,05-Dec-2018 04:00 PM,11-Jan-2019 04:00 PM,05-Dec-2018 04:00 PM,11-Jan-2019 03:00 PM,NA ,NA ,05-Dec-2018 04:00 PM,11-Jan-2019 03:00 PM,14-Feb-2019 11:00 AM,AOC,15-Feb-2020,"INR 249,623,427",1095.0,Vishal Jaswal,15-Feb-2020 12:41 PM,aol.pdf (89.00 KB),Cheif Engineer Project Director Jal Shakti Vibhag Mandi letter No. 1464-67 dt. 04/02/2020,Finance,Proceeding,Vishal Jaswal,15-Feb-2020 12:28 PM,finance_35146.pdf,BOQ Comparative Chart,Technical,minutes of meeting of tender evaluation committee,Vishal Jaswal,12-Feb-2019 12:26 PM,technical_35146.pdf,Vishal Jaswal,Internal,HDM DAO Supdt Tender Asstt,Vishal Jaswal,13-Feb-2019 03:31 PM,14-Feb-2019 11:00 AM,techsummary_35146.pdf (981.04 KB),1.0,104554.0,HARJEET SINGH,11-Jan-2019 12:38 PM,Rejected-AOC,Highest bidder,15-Feb-2020 12:41 PM,Chief Engineer Dharamshala,Internal,Assistant controller FA EE Design Dharamshala SE Design Dharamshala Se Circle Nurpur EE PMU Shimla CE IPH Zone Dharamshala,Vishal Jaswal,15-Feb-2020 12:36 PM,finsummary_35146.pdf (343.68 KB),"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP",2018_HPIPH_25139_1,IPH-JWL-CB-EATENDER/7677-7720 dt 04.12.2018,"Engineering procurement construction testing commissioning trial run and operation and maintenance of various components of Ghar Jarot other Multi Villages Rural Piped Water Supply Schemes for Part of Block Nagrota Surian,Distt Kangra HP",1.0,106764.0,R K ENGINNERS SALES LTD,INR,"249,623,427",AOC
,,,,,,2.0,corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid enlistment in appropriate class or undertaking as per NIT,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,106518.0,Lahoty Buildcon Limited,11-Jan-2019 02:09 PM,Rejected-AOC,Highest bidder,15-Feb-2020 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration or undertaking as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,106764.0,R K ENGINNERS SALES LTD,09-Jan-2019 03:43 PM,Accepted-AOC,Lowest bidder,15-Feb-2020 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover of last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,106207.0,The Spunpipe and Construction Co Baroda Pvt Ltd,05-Jan-2019 01:06 PM,Rejected-AOC,Highest bidder,15-Feb-2020 12:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid form as per Chapter IV of form 12 duly accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of certificate of registration with IPH Department or any state Govt. of India as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Financial Qualification 5Years turnover of bidder must be as per NIT Pre bid terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder must have working experience of similar nature of work as per NIT conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN EPF GST Registration or undertaking as per NIT Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and Experience Certificate as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
