EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"53,200",No,fixed,,Nil,Nil,"3,500",Nil,Nil,No,"Construction of 4 Nos. type-II, III and IV quarters for Forensic Department at Sidhwari Dharamshala Distt. Kangra (HP). (SH- Ancillary works).","Construction of 4 Nos. type-II, III and IV quarters for Forensic Department at Sidhwari Dharamshala Distt. Kangra (HP). (SH- Ancillary works).",Please refer Tender documents. ,NA ,"30,45,213",Civil Works,NA ,Tender,120.0,180.0,Sidhwari Dharamshala,176053.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,Executive Engineer,HPSIDC Shimla,06-Oct-2022 12:00 PM,13-Oct-2022 01:00 PM,06-Oct-2022 12:00 PM,13-Oct-2022 12:00 PM,NA ,NA ,06-Oct-2022 12:00 PM,13-Oct-2022 12:00 PM,28-Oct-2022 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),HP SIDC Limited,Job No. 1,2022_SIDC_66059_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1.0,307890.0,karnail singh,INR,"3,639,965",04-Jan-2023,"INR 3,639,965",180.0,Sushant Singh Negi,11-Jan-2023 11:21 AM,karnailsingh.pdf (1450.00 KB),Award letter,HP SIDC Limited,2022_SIDC_66059_1,Job No. 1,"Construction of 4 Nos. type-II, III and IV quarters for Forensic Department at Sidhwari Dharamshala Distt. Kangra (HP). (SH- Ancillary works).",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,15-Nov-2022 11:42 AM,finsummary_99407.pdf (28.20 KB),Finance,Financial summary,Sushant Singh Negi,15-Nov-2022 11:40 AM,finance_99407.pdf,BOQ Comparative Chart,1.0,308072.0,Ajeev Kumar,13-Oct-2022 11:08 AM,Rejected-Finance,Second lowest bidder,15-Nov-2022 11:42 AM,SE,Internal,EE AE Manager DM,BHUP SINGH,28-Oct-2022 11:37 AM,28-Oct-2022 04:00 PM,techsummary_99407.pdf (413.46 KB),Technical,summary,BHUP SINGH,28-Oct-2022 11:32 AM,technical_99407.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,308276.0,ANKUSH MEHRA GOVT CONTRACTOR,13-Oct-2022 11:29 AM,Rejected-Technical,non responsive,28-Oct-2022 11:37 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,307890.0,karnail singh,11-Oct-2022 04:47 PM,Accepted-AOC,AOC,11-Jan-2023 11:23 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,308295.0,Sahil Sharma,13-Oct-2022 11:50 AM,Rejected-Technical,non responsive,28-Oct-2022 11:37 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
