Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
09-Jan-2023,"INR 605,820",30.0,Vivek Sharma,09-Jan-2023 05:19 PM,AwardTiyala.pdf (1320.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,21-Jun-2022 06:20 PM,finsummary_92142.pdf (556.99 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,08-Jun-2022 04:20 PM,09-Jun-2022 11:30 AM,techsummary_92142.pdf (830.62 KB),PWD,2022_PWD_61043_1,Tiyala Chowk to House of Shri Joginder Singh,Construction of road from Tiyala Chowk to House of Shri Joginder Singh village Vikasnagar km 0/0 to 0/500,Technical,Attached,Sanjay Katoch,08-Jun-2022 04:12 PM,technical_92142.pdf,1.0,284770.0,Ashok Kumar,01-Jun-2022 12:12 AM,Accepted-AOC,l1,09-Jan-2023 05:20 PM,1.0,284770.0,Ashok Kumar,INR,"784,975",Finance,Attached,Sanjay Katoch,21-Jun-2022 06:16 PM,finance_92142.pdf,BOQ Comparative Chart,AOC,350.0,Nil,Nil,No,1.0,ICICI BANK,"16,200",No,fixed,,Nil,Nil,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,Tiyala Chowk to House of Shri Joginder Singh,2022_PWD_61043_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,Construction of road from Tiyala Chowk to House of Shri Joginder Singh village Vikasnagar km 0/0 to 0/500,Metalling/Tarring in km 0/0 to 0/250,Please refer Tender documents. ,NA ,"8,08,354",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,25-May-2022 11:00 AM,01-Jun-2022 11:00 AM,25-May-2022 11:00 AM,01-Jun-2022 10:30 AM,NA ,NA ,25-May-2022 11:00 AM,01-Jun-2022 10:30 AM,09-Jun-2022 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,284776.0,Mukesh,01-Jun-2022 10:22 AM,Rejected-Finance,l2,21-Jun-2022 06:20 PM,,,,,,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
