Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
P/F CC Pavers to streets from Kali Mata Temple toward Chopati Road side in W No 6.,P/F CC Pavers to streets from Kali Mata Temple toward Chopati Road side in W No 6.,Please refer Tender documents. ,NA ,"9,80,000",Civil Works,NA ,Tender,90.0,90.0,Palampur,176061.0,NA ,NA ,NA ,MC Palampur,No ,No,31-Jan-2022 05:00 PM,14-Feb-2022 03:00 PM,31-Jan-2022 05:00 PM,14-Feb-2022 10:00 AM,NA ,NA ,31-Jan-2022 05:00 PM,14-Feb-2022 10:00 AM,19-Feb-2022 03:00 PM,1.0,DD - Demand Draft,Commissioner,MC Palampur,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,500.0,Commissioner,MC Palampur,No,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,MC Works/2022-005,2022_UDDHP_56252_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"20,000",Yes,fixed,,Commissioner,MC Palampur,AOC,Commissioner,Internal,"Jt. Commissioner, Assistant Engineer, Junior Engineer",Kalyan Bhatt,06-Jan-2023 11:52 AM,finsummary_84558.pdf (679.99 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2022_UDDHP_56252_1,MC Works/2022-005,P/F CC Pavers to streets from Kali Mata Temple toward Chopati Road side in W No 6.,1.0,263182.0,VIJAY KUMAR,INR,"825,721.5",06-Jan-2023,"INR 825,721.5",90.0,Kalyan Bhatt,06-Jan-2023 11:53 AM,CCF_000195.pdf (915.00 KB),Work Awarded,Finance,Financial Bid Opened,Anand Katoch,19-Feb-2022 03:33 PM,finance_84558.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Anand Katoch,18-Feb-2022 03:26 PM,None,Jt Commissioner,Internal,"Jt Commissioner, Junior Engineer, Accountant",Anand Katoch,19-Feb-2022 10:30 AM,19-Feb-2022 03:00 PM,techsummary_84558.pdf (821.81 KB),1,263100,AMIT AWASTHI,12-Feb-2022 02:02 PM,Rejected-Finance,Being L9,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,262317,kamakshi Enterprises,13-Feb-2022 11:01 AM,Rejected-Finance,Being L7,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,263110,Manoj Kumar,13-Feb-2022 02:48 PM,Rejected-Finance,Being L6,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,263238,Nirmal Associates,13-Feb-2022 06:03 PM,Not Admitted-Fee/PreQual/Technical,Others-DOCUMENTS NOT RECEIVED,18-Feb-2022 03:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,263050,PRIYANKA GUPTA,13-Feb-2022 04:36 PM,Rejected-Finance,Being L2,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,263041,ravi singh Jamwal,12-Feb-2022 12:08 AM,Rejected-Finance,Being L5,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,263292,sahil kumar,14-Feb-2022 04:19 AM,Rejected-Finance,Being L8,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,263011,SANJAY SAINI,11-Feb-2022 05:58 PM,Rejected-Finance,Being L11,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,263298,SUNIL DUTT SHARMA,14-Feb-2022 09:59 AM,Rejected-Finance,Being L3,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,263194,Surjit Singh,12-Feb-2022 07:25 PM,Rejected-Finance,Being L10,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,263025,Trilok Chand,11-Feb-2022 06:36 PM,Rejected-Finance,Being L4,06-Jan-2023 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,263182,VIJAY KUMAR,13-Feb-2022 12:02 PM,Accepted-AOC,Being L1,06-Jan-2023 11:53 AM,AOC
