Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Director of Agriculture, Assam","Directorate of Agriculture, Assam, Khanapara, Guwahati-22",29-Oct-2022 03:00 PM,28-Nov-2022 11:30 AM,29-Oct-2022 03:00 PM,25-Nov-2022 05:00 PM,NA ,NA ,07-Nov-2022 04:00 PM,25-Nov-2022 05:00 PM,"2,000",Nil,Nil,No,"2,00,000",Yes,fixed,,Nil,Nil,"Empanelment of Training Agencies for conducting Farmer and Field Functionaries training programme at District/Village and State level under various Schemes for the year, 2022-23","Empanelment of Training Agencies for conducting Farmer and Field Functionaries training programme at District/Village and State level under various Schemes for the year, 2022-23",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,365.0,365.0,Assam,781022.0,"Directorate of Agriculture, Assam, Khanapara, Ghy ","Directorate of Agriculture, Assam, Khanapara, Guwahati-22 ",04-Nov-2022 11:30 AM ,"Directorate of Agriculture, Assam, Khanapara, Ghy",No ,No,1.0,Date Corrigendum,Date,,1.0,SBI Bank,Directorate of Agriculture and Assam Seed Corporation,AGRI/IPMU/EMP TRG/ 619/2022-23/21,2022_DAASC_27508_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Document,AOC,1,163576,ASCENSIVE EDUCARE PVT LTD,25-Nov-2022 03:34 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,Director Agriculture,Internal,,Azim Ahmed,12-Jan-2023 05:44 PM,finsummary_42497.pdf (1132.24 KB),Director,Internal,,Azim Ahmed,06-Jan-2023 04:51 PM,techsummary_42497.pdf (249.62 KB),Finance,Technical bid has been opened,Darilyne Shabong,28-Nov-2022 12:12 PM,,Directorate of Agriculture and Assam Seed Corporation,2022_DAASC_27508_1,AGRI/IPMU/EMP TRG/ 619/2022-23/21,"Empanelment of Training Agencies for conducting Farmer and Field Functionaries training programme at District/Village and State level under various Schemes for the year, 2022-23",12-Jan-2023,INR 0.0,365.0,Azim Ahmed,07-Feb-2023 12:56 PM,aoc.pdf (1606.00 KB),1.0,161387.0,ASSAM PROFESSIONAL ACADEMY SOCIETY,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Technical Bid Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,.pdf,Sealed and signed copy of the EOI Document,AOC,2,163652,Ashpra Skills Private Limited,24-Nov-2022 08:17 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,163443.0,JAZZY,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,161445,ASIAN MISSION INSTITUTE,25-Nov-2022 03:21 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,163588.0,LUIT EDUCATIONAL SERVICES PVT LTD,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,161387,ASSAM PROFESSIONAL ACADEMY SOCIETY,24-Nov-2022 03:32 PM,Accepted-AOC,Awarded,07-Feb-2023 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,163102,Associated Tea & Agro Management Services Pvt. Ltd.,18-Nov-2022 02:17 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,162867,BHAWANI MARKETING PVT.LTD,25-Nov-2022 03:53 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,163364,Brainlite Education Solutions Private Limited,22-Nov-2022 02:30 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,161984,down town Charity Trust,15-Nov-2022 08:35 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,163913,Indianeers Media Private Limited,25-Nov-2022 02:08 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,163926,ites horizon pvt ptd.,25-Nov-2022 04:52 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,163443,JAZZY,25-Nov-2022 01:57 PM,Accepted-AOC,Awarded,07-Feb-2023 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,162916,Kaviyasri Foundation,17-Nov-2022 03:52 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,163588,LUIT EDUCATIONAL SERVICES PVT LTD,25-Nov-2022 01:22 PM,Accepted-AOC,Awarded,07-Feb-2023 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,163936,Nitya Foundation,25-Nov-2022 04:12 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,163461,NORTH EAST RURAL AGRICULTURE ADMINISTRATION DEVELOPMENT ORGANIZATION,24-Nov-2022 04:33 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,163891,Route To Connect,25-Nov-2022 11:55 AM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,163861,Ultimate Energy Resource Pvt Ltd,25-Nov-2022 04:38 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,163084,Valeur Fabtex Private Limited,24-Nov-2022 05:43 PM,Rejected-Technical,Technically Disqualified,06-Jan-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
