Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,"25,500",No,fixed,,Nil,Nil,PWD,PW-MDI(P)Tender-NIT- 2340-75 dated 23.05.2022,2022_PWD_61446_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),06-Jun-2022 11:00 AM,13-Jun-2022 11:30 AM,06-Jun-2022 11:00 AM,13-Jun-2022 10:00 AM,NA ,NA ,06-Jun-2022 11:00 AM,13-Jun-2022 10:00 AM,04-Jul-2022 11:00 AM,500.0,Nil,Nil,No,Construction of Ropa Kathog road Km 0/0 to 5/400,"Construction of R.C.C. Hume Pipe culvert at R.D. 1/015, 1/855, 2/030 and 4/030) (Under SCSP)",As per bid documents ,NA ,"12,76,251",Civil Works - Roads,NA ,Tender,90.0,183.0,Ropa,175012.0,NA ,NA ,NA ,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,No ,No,1.0,ICICI BANK,AOC,1.0,286504.0,LABH SINGH CONTRACTOR,13-Jun-2022 09:08 AM,Rejected-Finance,L-3,13-Jul-2022 02:47 PM,Technical,summary,Jitender Kumar,13-Jun-2022 05:04 PM,technical_92734.pdf,1.0,286279.0,Missu Ram,INR,"1,059,288.83",Finance,fbosummary,Jitender Kumar,06-Jul-2022 02:45 PM,finance_92734.pdf,BOQ Comparative Chart,Er. J.K. Gupta,Internal,Supdt. HDM Divn. Accountant(P),Jitender Kumar,01-Jul-2022 04:15 PM,04-Jul-2022 11:00 AM,techsummary_92734.pdf (381.65 KB),PWD,2022_PWD_61446_1,PW-MDI(P)Tender-NIT- 2340-75 dated 23.05.2022,Construction of Ropa Kathog road Km 0/0 to 5/400,26-Jul-2022,"INR 1,276,251",183.0,Jitender Kumar,12-Jan-2023 02:43 PM,AOCropakathogculverts.PDF (361.00 KB),AOC No. 7229-39 dated 26.07.2022,Er. J.K. Gupta,Internal,AE Jhatingri Supdt. HDM Divn. Accountant(P),Jitender Kumar,13-Jul-2022 02:47 PM,finsummary_92734.pdf (405.70 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,286432.0,LEKH RAJ,12-Jun-2022 06:08 PM,Rejected-Finance,L-2,13-Jul-2022 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,286279.0,Missu Ram,10-Jun-2022 06:44 PM,Accepted-AOC,AOC,12-Jan-2023 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdone as per Sched-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
