Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,16-Mar-2022 10:30 AM,23-Mar-2022 11:30 AM,16-Mar-2022 10:30 AM,23-Mar-2022 10:30 AM,NA ,NA ,16-Mar-2022 10:30 AM,23-Mar-2022 10:30 AM,28-Mar-2022 03:00 PM,"ANNUAL MAINTENANCE PLAN DHANETA MADHIANI ROAD, PANYALI REE PUL ROAD, DHAR DELHI JASSAI ROAD, PHAHAL KHAS TO PHATNARI ROAD, NARIANA TAL TO UTTAP ROAD, NARIANA TAL TO GHANDOLI, BADARAN TO KARARI ROAD, KALOOR TO MOLANGHAT ROAD.","PROVIDING AND LAYING BITUMINOUS CONCRETE 30MM THICK IN KM. 1/0 TO 2/00, 0/0 TO 1/0 AND 0/0 TO 2/0, 0/0 TO 2/0, 3/0 TO 4/0 and 8/0 TO 9/0, 1/0 TO 2/0, 0/0 TO 3/500, 0/0 1/0 RESPECTIVELY WITH PAVER FINISHER) DRRP NO. HP-03-03 VR0002, VR0014, VR0048, VR",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,1.0,ICICI BANK,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,"1,86,900",No,fixed,,Nil,Nil,PWD,"ANNUAL MAINTENANCE PLAN DHANETA MADHIANI ROAD, PAN",2022_PWD_57952_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2022_PWD_57952_1,"ANNUAL MAINTENANCE PLAN DHANETA MADHIANI ROAD, PAN","ANNUAL MAINTENANCE PLAN DHANETA MADHIANI ROAD, PANYALI REE PUL ROAD, DHAR DELHI JASSAI ROAD, PHAHAL KHAS TO PHATNARI ROAD, NARIANA TAL TO UTTAP ROAD, NARIANA TAL TO GHANDOLI, BADARAN TO KARARI ROAD, KALOOR TO MOLANGHAT ROAD.",Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,26-Mar-2022 04:17 PM,28-Mar-2022 03:00 PM,techsummary_87502.pdf (821.24 KB),Executive Engineer,Internal,"TenderAssistant,Supdt,HDM,DAO",Dev Raj,06-Apr-2022 10:27 AM,finsummary_87502.pdf (358.30 KB),09-Jan-2023,"INR 15,278,778",60.0,Vinod Kanwar,09-Jan-2023 02:32 PM,A.O.C..pdf (2115.00 KB),A.O.C,1.0,271946.0,MSC Roads and Bridges Private Limited,INR,"15,278,778.15",Finance,Attached,Dev Raj,06-Apr-2022 10:13 AM,None,BOQ Comparative Chart,1.0,271944.0,Davinder kumar,22-Mar-2022 09:59 PM,Rejected-Finance,L1L2L3L4L5,06-Apr-2022 10:27 AM,Technical,Attached,Dev Raj,26-Mar-2022 04:14 PM,technical_87502.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,2. EMD,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,271760.0,DEEPAK JOSHI,22-Mar-2022 08:28 PM,Rejected-Finance,L1L2L3L4L5,06-Apr-2022 10:27 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,271826.0,MOHINDER PAL GOVT. CONTRACTOR,22-Mar-2022 06:21 PM,Rejected-Finance,L1L2L3L4L5,06-Apr-2022 10:27 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,271946.0,MSC Roads and Bridges Private Limited,22-Mar-2022 09:39 PM,Accepted-AOC,L1,09-Jan-2023 02:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,271459.0,S.S.Chauhans Construction Private Limted,23-Mar-2022 10:12 AM,Rejected-Finance,L1L2L3L4L5,06-Apr-2022 10:27 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery as per SBD with proof tools and plant with ownership documents/ Affidavit Magis,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Last Five Years Financial Turn Over duly signed by the C.A.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
