Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,Job 9 Restoration of rain damages on Dehlan Badeha,2022_PWD_63942_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Job 9 Restoration of rain damages on Dehlan Badehar road via Menon Abadi km. 0-0 to 3-0 Sub Head C.O CC Pavement alonwith V-shape drain in RD. 0-750 to 0-910,Job 9 Restoration of rain damages on Dehlan Badehar road via Menon Abadi km. 0-0 to 3-0 Sub Head C.O CC Pavement alonwith V-shape drain in RD. 0-750 to 0-910,Please refer to Bidding Documents ,NA ,"12,17,420",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,ICICI BANK,23-Aug-2022 05:00 PM,29-Aug-2022 11:00 AM,23-Aug-2022 05:00 PM,29-Aug-2022 09:00 AM,NA ,NA ,23-Aug-2022 05:00 PM,29-Aug-2022 09:00 AM,08-Sep-2022 10:00 AM,"24,500",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,AOC,1.0,297535.0,Rita Kumari,INR,"877,777",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,09-Sep-2022 04:10 PM,finance_96331.pdf,BOQ Comparative Chart,1.0,297983.0,Bhisham Kumar,28-Aug-2022 04:52 PM,Rejected-Technical,As per Evaluation Bids,06-Sep-2022 05:32 PM,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,03-Sep-2022 05:39 PM,technical_96331.pdf,PWD,2022_PWD_63942_1,Job 9 Restoration of rain damages on Dehlan Badeha,Job 9 Restoration of rain damages on Dehlan Badehar road via Menon Abadi km. 0-0 to 3-0 Sub Head C.O CC Pavement alonwith V-shape drain in RD. 0-750 to 0-910,"Er. S.P. Dhiman, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,06-Sep-2022 05:32 PM,08-Sep-2022 10:00 AM,techsummary_96331.pdf (140.00 KB),"Er. S.P. Dhiman, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,09-Sep-2022 06:33 PM,finsummary_96331.pdf (463.97 KB),22-Sep-2022,"INR 1,217,420",60.0,Arvind Chaudhary,31-Jan-2023 07:25 PM,Awardletter.pdf (933.00 KB),Award letter No. 10710-19 Dt. 22.09.2022,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,AOC,,,,,,,,,,,,2.0,297928.0,RADHA RAMAN,27-Aug-2022 07:58 PM,Rejected-Finance,Not L-1,09-Sep-2022 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,AOC,,,,,,,,,,,,3.0,297535.0,Rita Kumari,25-Aug-2022 03:02 PM,Accepted-AOC,ok,31-Jan-2023 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,AOC,,,,,,,,,,,,4.0,297461.0,SUMIT SEHGAL,28-Aug-2022 05:32 PM,Rejected-Finance,Not L-1,09-Sep-2022 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,AOC,,,,,,,,,,,,5.0,297613.0,unique engg. solutions,27-Aug-2022 08:12 PM,Rejected-Finance,Not L-1,09-Sep-2022 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
