Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,Nil,Nil,No,23-Sep-2021 03:15 PM,30-Sep-2021 11:00 AM,23-Sep-2021 03:15 PM,29-Sep-2021 06:00 PM,NA ,NA ,23-Sep-2021 03:15 PM,29-Sep-2021 06:00 PM,28-Oct-2021 11:00 AM,Executive Engineer,Shimla Rural Division HPPWD Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,ICICI BANK,PWD,PW-SRDD-CB-CTR-2021-8398-447 dated 02-09-2021,2021_PWD_52560_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/O link road GSSS to Banuna to Dhar road km. 0/00 to 1/045,SH- C/O Breast wall at Rd. 0/900 to 0/930 and R/Wall at Rd 0/970 to 1/00.,as per tender documents ,NA ,"6,70,128",Civil Works - Roads,NA ,Tender,75.0,30.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,"13,450",No,fixed,,Nil,Nil,AOC,Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,27-Oct-2021 02:22 PM,28-Oct-2021 11:00 AM,techsummary_78670.pdf (391.57 KB),PWD,2021_PWD_52560_5,PW-SRDD-CB-CTR-2021-8398-447 dated 02-09-2021,C/O link road GSSS to Banuna to Dhar road km. 0/00 to 1/045,07-Jan-2023,"INR 670,128",30.0,Naveen Singh Kaundal,07-Jan-2023 01:13 PM,AOCGSSBANUNA.pdf (1169.00 KB),AOC,Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,02-Nov-2021 12:03 PM,finsummary_78670.pdf (580.78 KB),Finance,Bid opening summary,Naveen Singh Kaundal,28-Oct-2021 12:29 PM,finance_78670.pdf,BOQ Comparative Chart,1.0,238795.0,Mukesh Kumar,INR,"603,115",1.0,238784.0,BHEESHAM LAL,29-Sep-2021 04:13 PM,Rejected-Finance,L2 Bidder,02-Nov-2021 12:03 PM,Technical,Bid opening summary,Naveen Singh Kaundal,04-Oct-2021 02:53 PM,technical_78670.pdf,AOC
,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,238789.0,KULDEEP KUMAR VERMA,29-Sep-2021 04:26 PM,Rejected-Finance,L7 Bidder,02-Nov-2021 12:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,238717.0,MAHESH KUMAR,29-Sep-2021 04:23 PM,Rejected-Finance,L3 Bidder,02-Nov-2021 12:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,238715.0,Manjeeta Devi,29-Sep-2021 10:25 AM,Rejected-Finance,L6 Bidder,02-Nov-2021 12:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Work In Hand as Per General Rule 24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,238183.0,MANOHAR SINGH,29-Sep-2021 12:38 PM,Rejected-Finance,L4 Bidder,02-Nov-2021 12:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,238730.0,M/S PIYUSH SECURITY MEN POWER SOLUTIONS,29-Sep-2021 12:29 PM,Rejected-Finance,L5 Bidder,02-Nov-2021 12:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,238795.0,Mukesh Kumar,29-Sep-2021 04:55 PM,Accepted-AOC,L-1 Bidder,07-Jan-2023 01:17 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,237686.0,SATISH KUMAR,29-Sep-2021 01:29 PM,Rejected-Finance,L3 Bidder,02-Nov-2021 12:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 22 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
