Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,"1,42,000",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,1.0,ICICI BANK,"5,000",Nil,Nil,No,16-Mar-2022 10:30 AM,23-Mar-2022 11:30 AM,16-Mar-2022 10:30 AM,23-Mar-2022 10:30 AM,NA ,NA ,16-Mar-2022 10:30 AM,23-Mar-2022 10:30 AM,28-Mar-2022 03:00 PM,PWD,ANNUAL MAINTENANCE PLAN ON LINK ROAD MEHRE GHUMARW,2022_PWD_57950_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"ANNUAL MAINTENANCE PLAN ON LINK ROAD MEHRE GHUMARWIN BARNI DIAPUR ROAD, LINK ROAD VILLAGE SUNWIN, JAURE AMB TO KARSAI ROAD, NANAWAN TO BIAR ROAD, LINK ROAD TO VILLAGE TUKHANI","PROVIDING AND LAYING BITUMINOUS CONCRETE 30MM THICK IN KM. 0/0 TO 1/00, 0/0 TO 1/900, 0/0 TO 4/0, 0/0 TO 2/0, 0/0 TO 0/700 RESPECTIVELY WITH PAVER FINISHER) DRRP NO. HP-03-05 VR0028, VR0022, VR0033, VR0131, VR0109.",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,AOC,Executive Engineer,Internal,Tender Assistant,Dev Raj,26-Mar-2022 04:45 PM,28-Mar-2022 03:00 PM,techsummary_87499.pdf (834.08 KB),PWD,2022_PWD_57950_1,ANNUAL MAINTENANCE PLAN ON LINK ROAD MEHRE GHUMARW,"ANNUAL MAINTENANCE PLAN ON LINK ROAD MEHRE GHUMARWIN BARNI DIAPUR ROAD, LINK ROAD VILLAGE SUNWIN, JAURE AMB TO KARSAI ROAD, NANAWAN TO BIAR ROAD, LINK ROAD TO VILLAGE TUKHANI",09-Jan-2023,"INR 11,521,314",60.0,Vinod Kanwar,09-Jan-2023 02:38 PM,A.O.C..pdf (1677.00 KB),A.O.C.,Executive Engineer,Internal,"TenderAssistant,Supdt,HDM,DAO",Dev Raj,06-Apr-2022 10:34 AM,finsummary_87499.pdf (335.97 KB),Finance,Attached,Dev Raj,06-Apr-2022 10:29 AM,finance_87499.pdf,BOQ Comparative Chart,1.0,271456.0,S.S.Chauhans Construction Private Limted,INR,"11,521,314",1.0,271759.0,DEEPAK JOSHI,22-Mar-2022 08:22 PM,Rejected-Finance,L1L2L3L4,06-Apr-2022 10:34 AM,Technical,Attached,Dev Raj,26-Mar-2022 04:43 PM,technical_87499.pdf,AOC
,,.pdf,2. EMD,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,271951.0,MSC Roads and Bridges Private Limited,22-Mar-2022 10:00 PM,Rejected-Finance,L1L2L3L4,06-Apr-2022 10:34 AM,,,,,,AOC
,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,271820.0,Om Parkash Sharma And Sons,22-Mar-2022 07:53 PM,Rejected-Finance,L1L2L3L4,06-Apr-2022 10:34 AM,,,,,,AOC
,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,271456.0,S.S.Chauhans Construction Private Limted,23-Mar-2022 10:18 AM,Accepted-AOC,L1,09-Jan-2023 02:39 PM,,,,,,AOC
,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,11. Bidder should must be uploaded working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,12. Any other information bidder/ firm may like to be provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
