Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
"Executive Engineer, Electrical Division, HP.PWD Ma","Executive Engineer, Electrical Division, HP.PWD Mandi",1.0,ICICI BANK,"1,500",Nil,Nil,No,PWD,PW/MED/TA/NIT/ e-notice/22-23-3356-66 dt 23.07.22,2022_PWD_63218_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"46,300",No,fixed,,Nil,Nil,01-Aug-2022 10:00 AM,08-Aug-2022 11:00 AM,01-Aug-2022 10:00 AM,08-Aug-2022 10:00 AM,NA ,NA ,01-Aug-2022 10:00 AM,08-Aug-2022 10:00 AM,06-Sep-2022 01:00 PM,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER AND EARNEST MONEY INDICATED IN SCHEDULE F,","Construction of Additional Accommodation to Circuit House, Manali District Kullu HP SH Providing, Installation, testing and commissioning of Fire fighting system therein","Construction of Additional Accommodation to Circuit House, Manali District Kullu HP SH Providing, Installation, testing and commissioning of Fire fighting system therein",PLEASE REFER TO BID DOC ,NA ,"25,85,579",Electrical Works,NA ,Tender,75.0,180.0,Manali,175103.0,NA ,NA ,NA ,"Electrical Division, HP.PWD Mandi H.P",No ,No,1.0,294569.0,Fire Guard Engineers,05-Aug-2022 06:25 PM,Rejected-Finance,REJECTED BEING L2 CONTR,12-Sep-2022,Technical,TECHNICAL BID SUMMARY,Munish Bhopal,06-Sep-2022 12:27 PM,technical_95280.pdf,Finance,FINSUMMARY,Munish Bhopal,12-Sep-2022 03:02 PM,finance_95280.pdf,BOQ Comparative Chart,1.0,294732.0,TARUN FIRE SYSTEM,INR,"2,530,324",Er. Sanjay Kumar SE,Internal,EE Mandi EO Mandi Sr Asstt JDM,Munish Bhopal,06-Sep-2022 12:29 PM,06-Sep-2022 01:00 PM,techsummary_95280.pdf (766.52 KB),PWD,2022_PWD_63218_1,PW/MED/TA/NIT/ e-notice/22-23-3356-66 dt 23.07.22,"Construction of Additional Accommodation to Circuit House, Manali District Kullu HP SH Providing, Installation, testing and commissioning of Fire fighting system therein",21-Jan-2023,"INR 25,855,779",365.0,Poonam Sharma,19-Dec-2023 04:14 PM,1.pdf (733.00 KB),work awarded to M/s Tarun Fire Service being L1 firm,Er Munish Bhopal EE,Internal,SR ASSTT SR ASSTT JDM,Munish Bhopal,12-Sep-2022 03:04 PM,finsummary_95280.pdf (380.00 KB)
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,2.0,294767.0,Koushal General Traders,08-Aug-2022 08:16 AM,Rejected-Technical,BID NOT QUALIFIED,06-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,.pdf,OEM of Fire Fighting system as per approved make in BOQ or authorized agency of approved OEM,,,,,,,,,,,,,,,,,,,3.0,294661.0,SS CONSULTANTS,06-Aug-2022 06:59 PM,Rejected-Technical,BID NOT QUALIFIED,06-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,.pdf,Income Tax (PAN) and GST and EPF REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,,,,4.0,294732.0,TARUN FIRE SYSTEM,06-Aug-2022 09:06 PM,Accepted-AOC,work awarded being L1 firm,19-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,.pdf,Financial turnover of last three years as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted / non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that never been blacklisted and information furnished with the bid is true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder Address format with valid email ID and contact numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
