Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,1.0,ICICI BANK,10-Mar-2022 10:00 AM,17-Mar-2022 11:30 AM,10-Mar-2022 10:00 AM,17-Mar-2022 11:00 AM,NA ,NA ,10-Mar-2022 10:00 AM,17-Mar-2022 11:00 AM,22-Mar-2022 11:30 AM,"1,500",Nil,Nil,No,PWD,EE Salooni Letter No. 10966-11016 dated 24-02-2022,2022_PWD_57733_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Periodical Maintenance on link road to village Drekri (VR0074) under AMP for the year 2022-2023 (PMGSY),"Providing and laying 30mm thick bituminous concrete, hot applied thermoplastic reflective paint strip in K.M. 0/0 to 1/0 and 1/0 to 1/450",Please refer Tender documents. ,NA ,"29,20,277",Civil Works,NA ,Tender,75.0,90.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,"58,500",No,fixed,,Nil,Nil,AOC,PWD,2022_PWD_57733_8,EE Salooni Letter No. 10966-11016 dated 24-02-2022,Periodical Maintenance on link road to village Drekri (VR0074) under AMP for the year 2022-2023 (PMGSY),Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,19-Mar-2022 07:50 PM,22-Mar-2022 11:30 AM,techsummary_87214.pdf (749.04 KB),Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,29-Apr-2022 12:48 PM,finsummary_87214.pdf (18.19 KB),29-Apr-2022,"INR 2,920,277",90.0,Deepak Mahajan,17-Jan-2023 01:03 PM,AL.pdf (1223.00 KB),Award letter,1.0,269899.0,Kamal Thakur,17-Mar-2022 10:29 AM,Accepted-AOC,Work in progress,17-Jan-2023 01:03 PM,Technical,Bid Opening Summary,Deepak Mahajan,19-Mar-2022 07:45 PM,technical_87214.pdf,1.0,269899.0,Kamal Thakur,INR,"2,920,277",Finance,Bid Opening summary,Deepak Mahajan,29-Apr-2022 12:46 PM,finance_87214.pdf,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270071.0,sahab singh thakur,15-Mar-2022 07:19 PM,Rejected-Finance,Other than lowest,29-Apr-2022 12:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical Staff,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Mini Hot Mix Plant, Paver Finisher and road Roller documentary proof",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
