Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,"29,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,500.0,Nil,Nil,No,21-Sep-2021 10:15 AM,28-Sep-2021 11:30 AM,21-Sep-2021 10:15 AM,27-Sep-2021 05:00 PM,NA ,NA ,21-Sep-2021 10:15 AM,27-Sep-2021 05:00 PM,03-Nov-2021 11:30 AM,1.0,ICICI BANK,PWD,No.WA-II- 7680-779 dated 7.09.2021,2021_PWD_52497_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Luddu Bat road Km. 0/0 to 14/0(Sh Construction of breast wall at various RDs),Construction of Luddu Bat road Km. 0/0 to 14/0(Sh Construction of breast wall at various RDs),Please refer Tender documents. ,NA ,"14,50,187",Civil Works,NA ,Tender,75.0,60.0,chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,AOC,PWD,2021_PWD_52497_8,No.WA-II- 7680-779 dated 7.09.2021,Construction of Luddu Bat road Km. 0/0 to 14/0(Sh Construction of breast wall at various RDs),Assistant Engineer Superintendent and Senior Assistant,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,29-Oct-2021 04:37 PM,03-Nov-2021 11:30 AM,techsummary_78471.pdf (206.23 KB),EE,Internal,AE Superintendent and Senior Assistant,Jeet Singh Thakur,16-Jul-2022 08:10 PM,finsummary_78471.pdf (118.67 KB),10-Jan-2023,"INR 1,450,187",60.0,Jeet Singh Thakur,10-Jan-2023 11:53 AM,AAOC5850-56UBEd.pdf (922.00 KB),Construction of Luddu Bat road Km. 0/0 to 14/0(Sh Construction of breast wall at various RDs),Finance,BOS,Jeet Singh Thakur,16-Jul-2022 08:07 PM,finance_78471.pdf,BOQ Comparative Chart,1.0,237707.0,ubed ali shah,INR,"2,400,831",1.0,237720.0,Raj Thakur,24-Sep-2021 02:06 PM,Rejected-Finance,L2,16-Jul-2022 08:10 PM,Technical,BOS,Jeet Singh Thakur,29-Oct-2021 04:29 PM,technical_78471.pdf,AOC
,,,,,,,,,,.pdf,Earnest Money only online mode through e-payment,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,237707.0,ubed ali shah,27-Sep-2021 03:39 PM,Accepted-AOC,Work completed,10-Jan-2023 11:53 AM,,,,,,AOC
,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Detail of Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Detail of Work in hand /ongoing work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
