Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,R No 8.9 dated 14/02/22,2022_UDDHP_57255_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,"Door to Door Garbage collection and Cleaning/Sweeping of Municipal roads, streets, drains, Nallah and cutting of Grass and bushes in sector 2 Municipal Corporation Palampur","Door to Door Garbage collection and Cleaning/Sweeping of Municipal roads, streets, drains, Nallah and cutting of Grass and bushes in sector 2 Municipal Corporation Palampur",Please refer Tender Document ,NA ,,Manpower Supply,Cleaning and sweeping as per SWM ,Tender,90.0,365.0,Palampur,176061.0,MC Palampur ,Office of MC Palampur ,07-Mar-2022 11:00 AM ,Office of MC Palampur,No ,No,"1,000",Commissioner MC Palampur,Office of MC Palampur,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,Commissioner,Commissioner MC Palampur,"2,00,000",No,fixed,,Commissioner MC Palampur,Office of MC Palampur,1.0,DD - Demand Draft,28-Feb-2022 05:00 PM,17-Mar-2022 03:00 PM,28-Feb-2022 05:00 PM,17-Mar-2022 10:30 AM,NA ,NA ,28-Feb-2022 05:00 PM,17-Mar-2022 10:30 AM,26-Mar-2022 04:00 PM,AOC,Commissioner,Internal,"Jt. Commissioner, Assistant Engineer , Junior Engineer",Kalyan Bhatt,06-Jan-2023 10:57 AM,finsummary_86437.pdf (771.48 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2022_UDDHP_57255_1,R No 8.9 dated 14/02/22,"Door to Door Garbage collection and Cleaning/Sweeping of Municipal roads, streets, drains, Nallah and cutting of Grass and bushes in sector 2 Municipal Corporation Palampur",1.0,270405.0,EXPRESS HOUSEKEEPER PRIVATE LIMITED,INR,"7,919,988",1.0,270513.0,Badri Vishal and Company,17-Mar-2022 08:15 AM,Rejected-Finance,Being L2,06-Jan-2023 10:57 AM,Commissioner,Internal,joint commissioner assistant engineer junior engineer,Trilok Bhatt,26-Mar-2022 01:58 PM,26-Mar-2022 04:00 PM,techsummary_86437.pdf (801.16 KB),Technical,Bid opening Summary,Trilok Bhatt,17-Mar-2022 06:38 PM,technical_86437.pdf,Finance,Financial Bid Opening Summary,Trilok Bhatt,28-Mar-2022 05:55 PM,finance_86437.pdf,BOQ Comparative Chart,06-Jan-2023,"INR 7,919,988",365.0,Kalyan Bhatt,06-Jan-2023 11:00 AM,CCF_000189.pdf (909.00 KB),Work Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,270370.0,EAGLE SCOUT SECURITY SERVICES,16-Mar-2022 03:33 PM,Rejected-Finance,Being L3,06-Jan-2023 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTOR REGISTRATION,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,270405.0,EXPRESS HOUSEKEEPER PRIVATE LIMITED,16-Mar-2022 05:18 PM,Accepted-AOC,Being L1,06-Jan-2023 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,270457.0,M/S HURRICANE SECURITY AGENCY PVT.LTD,17-Mar-2022 10:08 AM,Rejected-Finance,Being L4,06-Jan-2023 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF REGISTRATION,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5.0,270289.0,SANJEEV KUMAR,16-Mar-2022 11:46 AM,Rejected-Finance,Being L5,06-Jan-2023 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,WORK DONE CERTIFICATE,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6.0,270507.0,TRIOTAP TECHNOLOGIES PVT LTD,17-Mar-2022 12:54 AM,Not Admitted-Fee/PreQual/Technical,Others-Original Document not received,17-Mar-2022 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7.0,270496.0,URBAN TOTAL SOLUTIONS SERVICES,16-Mar-2022 11:14 PM,Rejected-Technical,no experience certificate,26-Mar-2022 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
