S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Receipt of Cost of Tender and Earnest Money Payment,"C/o building of Govt. Industrial Training Institute at Kaulawala Bhood, Tehsil Nahan, Sirmaur (HP)","C/o Building Portion, Providing Water Supply, Sanitary Installation, C/o Septic Tank with Soak Pit, Rain Water Harvesting Tank and Site Development etc.",As per Bidding Documents ,NA ,"4,38,76,282",Civil Works - Buildings,NA ,Tender,75.0,365.0,Nahan,173001.0,NA ,NA ,NA ,HPPWD Division Nahan,No ,No,25-May-2022 05:00 PM,04-Jun-2022 11:00 AM,25-May-2022 05:00 PM,04-Jun-2022 10:00 AM,NA ,NA ,25-May-2022 05:00 PM,04-Jun-2022 10:00 AM,06-Jun-2022 11:30 AM,Executive Engineer,Executive Engineer HPPWD Division Nahan,PWD,NAHAN 1439-59,2022_PWD_61073_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,77,600",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,AOC,1.0,285244.0,H. C. Bansal Engg. & Contt.,04-Jun-2022 09:58 AM,Rejected-Finance,L3,07-Jun-2022 12:05 PM,Technical,TECHNICAL SUMMARY,Vijay Kumar Aggarwal,06-Jun-2022 11:23 AM,technical_92179.pdf,Finance,Financial Bids were opened on 06.06.2022,Vijay Kumar Aggarwal,07-Jun-2022 12:02 PM,None,BOQ Comparative Chart,1.0,285177.0,SUCHA SINGH,INR,"38,151,803",Er. V. K. Aggarwal,Internal,Suptd. DAO HDM,Vijay Kumar Aggarwal,06-Jun-2022 11:25 AM,06-Jun-2022 11:30 AM,techsummary_92179.pdf (833.81 KB),PWD,2022_PWD_61073_1,NAHAN 1439-59,"C/o building of Govt. Industrial Training Institute at Kaulawala Bhood, Tehsil Nahan, Sirmaur (HP)",13-Oct-2022,"INR 43,876,282",365.0,Vijay Kumar Aggarwal,10-Jan-2023 05:19 PM,AOC_61073_1.pdf (1361.00 KB),Awarded to Sh. Sucha Singh,Er. V. K. Aggarwal,Internal,Suptd. DAO HDM,Vijay Kumar Aggarwal,07-Jun-2022 12:05 PM,finsummary_92179.pdf (404.23 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,285177.0,SUCHA SINGH,03-Jun-2022 05:22 PM,Accepted-AOC,L1,10-Jan-2023 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration and EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,285140.0,YOGESH KUMAR,03-Jun-2022 01:04 PM,Rejected-Finance,L2,07-Jun-2022 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Acknowledgement of up to date filed GST Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work Done Certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of Work(s)-in-Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Profit and Loss Statements and Annual Turnover Report from Chartered Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List of Machinery and List of Technical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form of Bid HPPWD-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding Correctness of Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
