S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"2,500",EE JSV Nagrota Bagwan,EE JSV Nagrota Bagwan,No,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2022_HPIPH_64688_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Corrigendum,Date,,08-Sep-2022 05:00 PM,24-Sep-2022 11:30 AM,08-Sep-2022 05:00 PM,24-Sep-2022 11:00 AM,NA ,NA ,08-Sep-2022 05:00 PM,24-Sep-2022 11:00 AM,28-Sep-2022 04:20 PM,Upgration of existing water supply scheme of DrRPGMC Tanda,Upgration of existing water supply scheme of DrRPGMC Tanda,Please refer Tender documents. ,NA ,"6,40,02,677",Civil Works - Others,NA ,Tender,120.0,730.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,"6,40,030",No,fixed,,EE JSV Nagrota Bagwan,EE JSV Nagrota Bagwan,Er. Rahul Dhiman E.E.,JSV Division Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Tender form,AOC,01-Jan-2023,"INR 64,002,677",730.0,Rahul Dhiman,28-Jan-2023 03:33 PM,Award.pdf (288.00 KB),Award Letter,Finance,Summary,Rahul Dhiman,06-Oct-2022 03:14 PM,finance_97364.pdf,BOQ Comparative Chart,Technical,Summary,Rahul Dhiman,28-Sep-2022 04:13 PM,technical_97364.pdf,Er.Sunil Kantora CE,Internal,Er.Deepak Garg SE Er Rahul Dhiman EE Er Kamal Sharma AE D) Er Ashish Sharma AC,Rahul Dhiman,28-Sep-2022 04:18 PM,28-Sep-2022 04:20 PM,techsummary_97364.pdf (331.94 KB),1.0,303038.0,ARUNESH GUPTA,24-Sep-2022 10:43 AM,Rejected-Finance,Reject,06-Oct-2022 03:17 PM,Er.Rahul Dhiman EE,Internal,Sh. parkash Chand Supdt Gr-II Smt Kanchan Bala HDM,Rahul Dhiman,06-Oct-2022 03:17 PM,finsummary_97364.pdf (381.15 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2022_HPIPH_64688_1,NGB-KNG01-773,Upgration of existing water supply scheme of DrRPGMC Tanda,1.0,302492.0,Dogra Construction Company Pvt Ltd,INR,"49,965,065",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EMD as per NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,302492.0,Dogra Construction Company Pvt Ltd,21-Sep-2022 11:17 AM,Accepted-AOC,Lowest,28-Jan-2023 03:34 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Enlistment as per NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,302106.0,H. C. Bansal Engg. & Contt.,24-Sep-2022 09:56 AM,Rejected-Finance,Reject,06-Oct-2022 03:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN ITR GST EPF Annual Turn over etc as per NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,302573.0,Rebound Enviro Tech Private Limited,21-Sep-2022 03:40 PM,Rejected-Finance,Reject,06-Oct-2022 03:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature workdone as per NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,302234.0,SS RANA CONSTRUCTION PRIVATE LIMITED,21-Sep-2022 10:24 AM,Rejected-Finance,Reject,06-Oct-2022 03:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DSC authorization or undertaking,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affiadavit regarding Blacklist,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Curvchart of pumpingmachinery,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form6,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form12,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
