Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Summary uploaded,Ramesh Rana,03-Jun-2022 02:35 PM,technical_92013.pdf,1.0,283884.0,AVESH STAN CONTRACTOR,26-May-2022 12:00 PM,Accepted-AOC,Lowest bidder to awarded the work,10-Jan-2023 02:03 PM,1.0,283884.0,AVESH STAN CONTRACTOR,INR,"675,500",Finance,SUMMARY UPLOADED,Ramesh Rana,06-Jul-2022 03:25 PM,finance_92013.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"XEN, AE to EE, Supdt. Gr-II, HDM",Ramesh Rana,06-Jul-2022 03:28 PM,finsummary_92013.pdf (185.33 KB),10-Jan-2023,"INR 643,978",60.0,Ramesh Rana,10-Jan-2023 02:03 PM,22.pdf (84.00 KB),PWD,2022_PWD_60936_6,PW-KD-E-Tender/2022-23-1800-02 dated 23-04-2022,Improvement of Tehtoli Standli Bajohaghat Road in K.M. 0/00 to 7/300,Executive Engineer,Internal,"XEN, AE, Supdt. HDM",Ramesh Rana,03-Jun-2022 02:36 PM,03-Jun-2022 02:40 PM,techsummary_92013.pdf (4375.05 KB),AOC,"12,900",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,Improvement of Tehtoli Standli Bajohaghat Road in K.M. 0/00 to 7/300,"C/o, PCC, B/Wall at R.D. in K.M. 4/120 to 4/140",Please refer Tender documents. ,NA ,"6,43,978",Civil Works - Roads,NA ,Tender,90.0,60.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,Executive Engineer,HPPWD Division Kotkhai,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,ICICI BANK,21-May-2022 04:45 PM,27-May-2022 11:00 AM,21-May-2022 04:45 PM,26-May-2022 06:00 PM,NA ,NA ,21-May-2022 04:45 PM,26-May-2022 06:00 PM,03-Jun-2022 02:40 PM,PWD,PW-KD-E-Tender/2022-23-1800-02 dated 23-04-2022,2022_PWD_60936_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,2.0,283950.0,SANJEEV KUMAR CONTRACTOR,26-May-2022 03:41 PM,Rejected-Finance,L2 BIDDER,06-Jul-2022 03:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
