Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
28-May-2022 10:00 AM,18-Jun-2022 10:00 AM,28-May-2022 03:00 PM,17-Jun-2022 05:00 PM,NA ,NA ,29-May-2022 10:00 AM,17-Jun-2022 05:00 PM,15-Jul-2022 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Scan Copy of Tender fee or EMD,Construction of ADO Office Building under APART at Guwahati SDAO office campus Azara,Construction of ADO Office Building under APART at Guwahati SDAO office campus Azara,Please refer tender documents ,NA ,"45,45,800",Civil Works,NA ,Tender,90.0,120.0,Kamrup (Metro),781017.0,NA ,NA ,NA ,"O/o the Chief Engineer, Agriculture, Assam",No ,No,1.0,Corrigendum,Technical Bid,,0.0,Nil,Nil,No,"Director of Agriculture, Assam","Assam, Khanapara, Guwahati-22",1.0,SBI Bank,"90,916",Yes,percentage,2.0%,Nil,Nil,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO Office/Pt-I/21-22/82,2022_DAASC_25736_51,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,AOC,DoA,Internal,"DoH, Sr. FAO, MD-Seeds, PME-ARIASS etc.",Upasana Devi,06-Oct-2022 12:26 PM,finsummary_39808.pdf (6027.32 KB),DoA,Internal,"DoH, Sr. FAO, MD-Seeds, PME-ARIASS etc.",Upasana Devi,14-Jul-2022 10:49 AM,15-Jul-2022 12:00 PM,techsummary_39808.pdf (5270.97 KB),1.0,150682.0,HARUNAR RACHID,INR,3835904.4,Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,06-Oct-2022 11:03 AM,,BOQ Comparative Chart,1.0,Revoke,As per DBC minutes,01-Oct-2022 06:15 PM,Corrigendum.pdf ,105.68,Financial Opening,21-Dec-2022,INR 3835904.4,120.0,Upasana Devi,10-Jan-2023 11:23 AM,Azara.pdf (506.00 KB),As per DBC minutes,1,150974,ANISUZ ZAMAN,17-Jun-2022 02:59 PM,Rejected-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,Technical,Technical cover is opened and processed for evaluation,Upasana Devi,18-Jun-2022 01:21 PM,,Directorate of Agriculture and Assam Seed Corporation,2022_DAASC_25736_51,AGRI/ENGG/4971/APART/ADO Office/Pt-I/21-22/82,Construction of ADO Office Building under APART at Guwahati SDAO office campus Azara,AOC
,,,,,,,,,,,.pdf,Scan signed copy of Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,150991,Anupam Industrial Corporation,17-Jun-2022 12:22 PM,Rejected-Technical,As per DBC minutes,14-Jul-2022 10:49 AM,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Signed Bid Documents downloaded from the Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,150862,CHAND MOHAMMAD ALI,16-Jun-2022 08:15 PM,Rejected-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,150682,HARUNAR RACHID,15-Jun-2022 06:03 PM,Accepted-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,151068,Mabarak Hussain,17-Jun-2022 04:30 PM,Rejected-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,150886,M/S BORAH ENTERPRISE,16-Jun-2022 09:38 PM,Rejected-Technical,As per DBC minutes,14-Jul-2022 10:49 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,150936,M/S POPULAR ENTERPRISE,17-Jun-2022 02:48 PM,Rejected-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,150797,M/s Prime Enterprise,17-Jun-2022 01:48 PM,Rejected-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,150979,OM CONSTRUCTIONS,17-Jun-2022 02:42 PM,Rejected-Technical,As per DBC minutes,14-Jul-2022 10:49 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,150481,PRABIR KALITA,17-Jun-2022 12:05 PM,Rejected-AOC,As per DBC minutes,10-Jan-2023 11:23 AM,,,,,,,,,,AOC
