Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
23-Aug-2022 09:00 AM,31-Aug-2022 11:30 AM,23-Aug-2022 09:00 AM,31-Aug-2022 11:00 AM,NA ,NA ,23-Aug-2022 09:00 AM,31-Aug-2022 11:00 AM,05-Sep-2022 04:05 PM,PWD,dshala6621-27,2022_PWD_63897_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,"4,36,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Online receipt of fee,1.0,ICICI BANK,"Construction of School of Computer Science and Engineering in Govt. College Dharamshala, Distt. Kangra H.P. (Deposit work)",SH - Construction of Building portion including Water Supply and Sanitary Installation and Rain water Harvesting System,Please refer Tender documents. ,NA ,"2,18,15,991",Civil Works - Buildings,NA ,Tender,75.0,365.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,"5,000",Nil,Nil,No,PWD,2022_PWD_63897_1,dshala6621-27,"Construction of School of Computer Science and Engineering in Govt. College Dharamshala, Distt. Kangra H.P. (Deposit work)",Er. ANIL NAGPAL,Internal,"Sr. DAO, Supdt.Gr-II, HDM / JDM , Tender Assisatant",Tarlok Dhiman,05-Sep-2022 03:59 PM,05-Sep-2022 04:05 PM,techsummary_96277.pdf (576.25 KB),Er. ANIL NAGPAL,Internal,"TA, HDM, Supdt., DAO",Tarlok Dhiman,21-Sep-2022 05:20 PM,finsummary_96277.pdf (576.25 KB),18-Jan-2023,"INR 20,079,514",365.0,Jagtar Singh Thakur,18-May-2023 07:26 PM,RohitSharma.pdf (545.00 KB),"Shri Rohit Sharma, Govt. Contractor R/O VPO Dhagwar, Teh. Dharamshala",1.0,298130.0,Ashwani Kumar,30-Aug-2022 04:08 PM,Rejected-Finance,Due to higher bidder,21-Sep-2022,Technical,AS PER DOCUMENTS ATTACHED,Tarlok Dhiman,05-Sep-2022 03:51 PM,technical_96277.pdf,1.0,298173.0,Rohit,INR,"20,079,514",Finance,As per document attached,Anil Nagpal,05-Sep-2022 04:41 PM,finance_96277.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298208.0,Naresh Padiyal,30-Aug-2022 08:04 PM,Rejected-Finance,Due to higher bidder,21-Sep-2022,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST, EPF Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,298173.0,Rohit,31-Aug-2022 08:25 AM,Accepted-AOC,L1,18-May-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,297117.0,Ujjawal Singh,30-Aug-2022 05:59 PM,Rejected-Finance,Due to higher bidder,21-Sep-2022,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted employees of HPPWD related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance sheet for the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
