Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer B and R Division HPPWD Solan,Near new Bus Stand Bye pass road Solan,PWD,18633-42 dated 17.03.2022 AMP Solan Jaunaji Dharja,2022_PWD_58723_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and earnest money indicate in Schedule F General Rule NO24.1,"2,000",Nil,Nil,No,"85,000",No,fixed,,Nil,Nil,AMP for the Year 2022-23 for Solan Jaunaji Dharja road Km 5/0 to 29/500 VR,SH Providing and laying renewal coat by providing 30mm BC in Km1/0 to 13/0,Please refer Tender documents. ,NA ,"51,66,612",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,1.0,ICICI BANK,30-Mar-2022 10:00 AM,06-Apr-2022 11:00 AM,30-Mar-2022 10:00 AM,06-Apr-2022 10:30 AM,NA ,NA ,30-Mar-2022 10:00 AM,06-Apr-2022 10:30 AM,07-Apr-2022 03:10 PM,AOC,1.0,275498.0,BHUPENDER SINGH THAKUR,05-Apr-2022 05:41 PM,Accepted-AOC,L-1,09-Jan-2023 04:44 PM,Technical,Technical bid opening summary,Arvind Kumar,07-Apr-2022 12:16 PM,technical_88798.pdf,Finance,Financial bid opening summary,Arvind Kumar,08-Apr-2022 02:08 PM,finance_88798.pdf,BOQ Comparative Chart,1.0,275498.0,BHUPENDER SINGH THAKUR,INR,"4,592,738",Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior Divisional Accounts Officer Shri Om Prakash Supdt Grade II PMGSY Shri Hemender Sharma HDM and Shri Rajkumar Tender Assistant,Arvind Kumar,07-Apr-2022 03:06 PM,07-Apr-2022 03:10 PM,techsummary_88798.pdf (22.11 KB),PWD,2022_PWD_58723_1,18633-42 dated 17.03.2022 AMP Solan Jaunaji Dharja,AMP for the Year 2022-23 for Solan Jaunaji Dharja road Km 5/0 to 29/500 VR,05-May-2022,"INR 4,592,738",60.0,Arvind Kumar,09-Jan-2023 04:44 PM,19.pdf (1425.00 KB),AOC,Er Arvind sharma EE B and R Solan,Internal,Shri Deepak Anand Senior Divisional Accounts Officer Shri Om Prakash Supdt Grade II PMGSY Shri Hemender Sharma HDM and Shri Rajkumar Tender Assistant,Arvind Kumar,08-Apr-2022 02:27 PM,finsummary_88798.pdf (22.12 KB),AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules and directions No 24.3 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,2.0,274928.0,naresh vij govt contractor,05-Apr-2022 08:25 PM,Rejected-Finance,L2,08-Apr-2022 02:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,GST registration refer general rules and Directions no 24.4 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,275251.0,Neeraj Kumar Choudhary,05-Apr-2022 10:02 PM,Rejected-Finance,L3,08-Apr-2022 02:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 24.5 schedule F Note w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with reference to clause 24.6 of SBD affidavit fur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,affidavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 22 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost as pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Fill Form NO 8 of SBD as per Directions and Rules No 24.8 and upload pdf documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Annual financial turn over form CA to Calculate the bidding capacity as per condition NO 26.2.a of S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
