Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,EE Salooni Letter No 14218-14267 dated 26-03-2022,2022_PWD_58879_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Periodical Maintenance on Gand to Ohra road (VR0072) under AMP for the year 2022-2023,"Providing and laying 30mm thick bituminous concrete, hot applied thermoplastic reflective paint strip in K.M. 0/0 to 1/0",Please refer Tender documents. ,NA ,"19,16,933",Civil Works,NA ,Tender,75.0,90.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,"38,400",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,ICICI BANK,31-Mar-2022 10:00 AM,07-Apr-2022 11:30 AM,31-Mar-2022 10:00 AM,07-Apr-2022 11:00 AM,NA ,NA ,31-Mar-2022 10:00 AM,07-Apr-2022 11:00 AM,08-Apr-2022 03:00 PM,AOC,PWD,2022_PWD_58879_1,EE Salooni Letter No 14218-14267 dated 26-03-2022,Periodical Maintenance on Gand to Ohra road (VR0072) under AMP for the year 2022-2023,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,07-Apr-2022 09:27 PM,08-Apr-2022 03:00 PM,techsummary_89036.pdf (585.78 KB),Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,04-Jun-2022 01:08 PM,finsummary_89036.pdf (18.07 KB),18-Jun-2022,"INR 1,959,455",90.0,Deepak Mahajan,16-Jan-2023 04:54 PM,AL.pdf (1289.00 KB),Award letter,1.0,274615.0,Kamal Thakur,07-Apr-2022 10:01 AM,Accepted-AOC,Work in progress,16-Jan-2023 04:55 PM,Technical,Bid Opening Summary,Deepak Mahajan,07-Apr-2022 09:16 PM,technical_89036.pdf,Finance,Bid Opening Summary,Deepak Mahajan,29-Apr-2022 01:28 PM,finance_89036.pdf,BOQ Comparative Chart,1.0,274615.0,Kamal Thakur,INR,"1,918,850",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,275214.0,sahab singh thakur,06-Apr-2022 07:57 PM,Rejected-Finance,Work in progress,04-Jun-2022 01:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct in all re,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical Staff,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Mini Hot Mix Plant, Paver Finisher and road Roller documentary proof",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
