Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,e-Challan Cost of tender and Earnest of Money,07-Mar-2022 10:00 AM,22-Mar-2022 11:00 AM,07-Mar-2022 10:00 AM,21-Mar-2022 05:00 PM,NA ,NA ,07-Mar-2022 10:00 AM,21-Mar-2022 05:00 PM,26-Mar-2022 11:30 AM,Superintending Engineer,Superintending Engineer 9th Circle HPPWD Nurpur,"Construction of Govt. Degree College at Rey in Tehsil Fatehpur, Distt. Kangra (HP)","Construction of Building portion, Water Supply and Sanitary Installation, Septic tank , Rain Water Harvesting system, and construction of site development",Please refer Tender documents. ,NA ,"5,14,29,930",Civil Works - Buildings,NA ,Tender,90.0,730.0,FATEHPUR,176053.0,NA ,NA ,NA ,9th Circle HPPWD Nurpur,No ,No,1.0,ICICI BANK,PWD,PWF/CB/II-C/TENDER/22/20516-45 Dt 22-02-22,2022_PWD_57526_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"10,28,600",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,AOC,EE,Internal,SUPDT DAO HDM,Baldev Singh,25-Mar-2022 06:36 PM,26-Mar-2022 11:30 AM,techsummary_86799.pdf (738.34 KB),PWD,2022_PWD_57526_1,PWF/CB/II-C/TENDER/22/20516-45 Dt 22-02-22,"Construction of Govt. Degree College at Rey in Tehsil Fatehpur, Distt. Kangra (HP)",23-Jan-2023,"INR 74,203,711",730.0,Arun Vashisht,23-Jan-2023 12:35 PM,AOC.pdf (878.00 KB),EE,Internal,Supdt DAO HDM,Arun Vashisht,21-May-2022 04:41 PM,finsummary_86799.pdf (2005.84 KB),1.0,270875.0,RAKESH RANA,INR,"74,203,711",Finance,Summary,Arun Vashisht,21-May-2022 03:51 PM,finance_86799.pdf,BOQ Comparative Chart,1.0,271227.0,ANIL MAHAJAN,21-Mar-2022 12:30 PM,Rejected-Finance,Reject,21-May-2022 04:41 PM,Technical,BOTH ARE ADMITTED,Baldev Singh,25-Mar-2022 06:34 PM,technical_86799.pdf,AOC
,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270875.0,RAKESH RANA,21-Mar-2022 02:51 PM,Accepted-AOC,1st lowest award letter,23-Jan-2023 12:36 PM,,,,,,AOC
,,.pdf,"GST, PAN and Latest ITR, EPF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work done, one similar nature work not less than forty percent amount put to tender last five years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail of machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Annual Turnover Certificate last five financial years from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail regarding arbitration litigation cases for the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that the information furnished with BID documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PWD Form No 6 and 7/8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other documents as specified by the State in the Bid Data Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
