EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,00,000",No,fixed,,Commissioner,Palampur,Commissioner,Commissioner MC Palampur,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,"1,000",Commissioner,Palampur,No,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,R No 8.9 dated 14/02/22,2022_UDDHP_57253_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,28-Feb-2022 05:00 PM,17-Mar-2022 03:00 PM,28-Feb-2022 05:00 PM,17-Mar-2022 10:30 AM,NA ,NA ,28-Feb-2022 05:00 PM,17-Mar-2022 10:30 AM,26-Mar-2022 04:00 PM,"Door to Door Garbage collection andCleaning/Sweeping of Municipal roads, streets, drains, Nallahs and cutting of Grass and bushes in sector 1, Municipal Corporation Palampur.","Door to Door Garbage collection andCleaning/Sweeping of Municipal roads, streets, drains, Nallahs and cutting of Grass and bushes in sector 1, Municipal Corporation Palampur.",Please refer Tender documents. ,NA ,,Manpower Supply,Cleaning and Sweeping as per SWM rule ,Tender,90.0,365.0,Palampur,176061.0,MC Palampur ,Office of MC Palampur ,07-Mar-2022 11:00 AM ,Office of MC Palampur,No ,No,AOC,Commissioner,Internal,"Jt. Commissioner, Assistant Engineer, Junior Engineer",Kalyan Bhatt,06-Jan-2023 11:11 AM,finsummary_86434.pdf (772.00 KB),1.0,270030.0,TRIOTAP TECHNOLOGIES PVT LTD,INR,"8,436,000",Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2022_UDDHP_57253_1,R No 8.9 dated 14/02/22,"Door to Door Garbage collection andCleaning/Sweeping of Municipal roads, streets, drains, Nallahs and cutting of Grass and bushes in sector 1, Municipal Corporation Palampur.",1.0,270397.0,EXPRESS HOUSEKEEPER PRIVATE LIMITED,16-Mar-2022 05:08 PM,Rejected-Finance,Being L2,06-Jan-2023 11:11 AM,commissioner,Internal,joint commissionerassistant engineerjunior engineer,Trilok Bhatt,26-Mar-2022 01:53 PM,26-Mar-2022 04:00 PM,techsummary_86434.pdf (750.13 KB),06-Jan-2023,"INR 8,436,000",365.0,Kalyan Bhatt,06-Jan-2023 11:14 AM,CCF_000191.pdf (904.00 KB),Work Awarded,Technical,Bid Opening Summary,Trilok Bhatt,17-Mar-2022 06:34 PM,technical_86434.pdf,Finance,Financial Bid Opening,Lalit Katoch,28-Mar-2022 06:18 PM,finance_86434.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,270443.0,M/S HURRICANE SECURITY AGENCY PVT.LTD,17-Mar-2022 10:19 AM,Rejected-Finance,Being L4,06-Jan-2023 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,CONTRACTOR REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,270521.0,PRANAV NARAYAN JHA,17-Mar-2022 09:34 AM,Rejected-Finance,Being L3,06-Jan-2023 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,270192.0,SANJEEV KUMAR,16-Mar-2022 11:38 AM,Rejected-Finance,Being L5,06-Jan-2023 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,EPF REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5.0,270030.0,TRIOTAP TECHNOLOGIES PVT LTD,16-Mar-2022 11:52 PM,Accepted-AOC,Being L1,06-Jan-2023 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,WORK DONE CERTIFICATE WORK IN HAND CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form No. 7/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Other important documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
