Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),Construction of Shilhbadhani Kungri Kortang road Km. 0/0 to 8/255 (Shilhbadhani Forest Rest House to Kungri Kortang upto inlet Portal of Bhubhu Jot Tunnel Total length 8.255Km.).,Construction of R.C.C. Hume Pipe culvert at R.D. 3/590 and 4/610,As per bid documents ,NA ,"6,45,188",Civil Works - Roads,NA ,Tender,90.0,183.0,Shilhbadhani,175012.0,NA ,NA ,NA ,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,No ,No,PWD,PW-MDI(P)Tender-NIT- 1943-78 dated 20.05.2022,2022_PWD_61336_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,03-Jun-2022 11:00 AM,10-Jun-2022 11:30 AM,03-Jun-2022 11:00 AM,10-Jun-2022 10:00 AM,NA ,NA ,03-Jun-2022 11:00 AM,10-Jun-2022 10:00 AM,15-Jun-2022 11:00 AM,350.0,Nil,Nil,No,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,"12,900",No,fixed,,Nil,Nil,AOC,Finance,fbosummary,Jitender Kumar,18-Jun-2022 11:42 AM,finance_92591.pdf,BOQ Comparative Chart,1.0,286179.0,Desh Raj,INR,"535,505.31",1.0,286179.0,Desh Raj,10-Jun-2022 07:39 AM,Accepted-AOC,AOC,12-Jan-2023 03:00 PM,Technical,summary,Jitender Kumar,13-Jun-2022 11:02 AM,technical_92591.pdf,PWD,2022_PWD_61336_1,PW-MDI(P)Tender-NIT- 1943-78 dated 20.05.2022,Construction of Shilhbadhani Kungri Kortang road Km. 0/0 to 8/255 (Shilhbadhani Forest Rest House to Kungri Kortang upto inlet Portal of Bhubhu Jot Tunnel Total length 8.255Km.).,Er. J.K. Gupta,Internal,Supdt. HDM Divn. Accountant(P),Jitender Kumar,13-Jun-2022 01:44 PM,15-Jun-2022 11:00 AM,techsummary_92591.pdf (406.25 KB),Er. Sanjeev Sood,Internal,AE Jhatingri Supdt. HDM Divn. Accountant(P),Jitender Kumar,18-Jun-2022 12:02 PM,finsummary_92591.pdf (380.87 KB),06-Sep-2022,"INR 645,188",183.0,Jitender Kumar,12-Jan-2023 03:00 PM,AOCshilbudhaniculvert.PDF (352.00 KB),AOC No. 10754-62 dated 06.09.2022,AOC
,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,285737.0,LABH SINGH CONTRACTOR,07-Jun-2022 06:22 PM,Rejected-Finance,L-3,18-Jun-2022 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,285725.0,RAJU RAM,07-Jun-2022 05:44 PM,Rejected-Finance,L-2,18-Jun-2022 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done and work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdone as per Sched-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
