S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Corrigendum,Date,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form through e-challan,PWD,EE Dehra letter No. 250-54 dated 22.04.2021,2021_PWD_47044_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"16,600",No,fixed,,Nil,Nil,30-Apr-2021 06:00 PM,24-May-2021 11:30 AM,30-Apr-2021 06:00 PM,22-May-2021 06:00 PM,NA ,NA ,30-Apr-2021 06:00 PM,22-May-2021 06:00 PM,25-May-2021 04:30 PM,Executive Engineer,Dehra Division HPPWD Dehra,Periodic Renewal on Bangoli to Rour Road for the year 2021-22,Providing and laying 30mm thick Bituminous Concrete with Paver Finisher on Km 1/ 680 to 2/00 and 2/0 to 2/680).,Please refer to tender documents ,NA ,,Civil Works - Roads,NA ,Tender,135.0,30.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,350.0,Nil,Nil,Yes,AOC,PWD,2021_PWD_47044_1,EE Dehra letter No. 250-54 dated 22.04.2021,Periodic Renewal on Bangoli to Rour Road for the year 2021-22,Er Harsh Puri EE,Internal,Er Raghubir Singh AE to EE Sh. Dalip Jha DAO Sh Rajneesh Kumar Superintendent Smt Sushma Sharma DHD,Harsh Puri,25-May-2021 03:18 PM,25-May-2021 04:30 PM,techsummary_70645.pdf (413.16 KB),1.0,213167.0,rajat thakur govt contractor,22-May-2021 01:48 PM,Accepted-AOC,L1,09-Jan-2023 04:38 PM,Technical,Tenders opened,Harsh Puri,25-May-2021 09:28 AM,technical_70645.pdf,Finance,Financial bid opening summary,Harsh Puri,05-Jun-2021 03:30 PM,finance_70645.pdf,BOQ Comparative Chart,AOC
,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money through e-challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,213221.0,Ravinder Kumar,22-May-2021 10:51 AM,Accepted-AOC,L3,09-Jan-2023 04:38 PM,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,212113.0,Ujjawal Singh,13-May-2021 01:21 PM,Accepted-AOC,L2,09-Jan-2023 04:38 PM,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Sales Tax/GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Form No. 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit with declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"List of machinery, tool, plants and equipments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
