Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EE-JSV-DIvision-Amb- Amrut02-8094-8194,2024_HPIPH_84034_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest money as per condition 2 (i)  of NIT,15-Jan-2024 05:00 PM,22-Jan-2024 11:30 AM,15-Jan-2024 05:00 PM,22-Jan-2024 11:00 AM,15-Jan-2024 05:00 PM,18-Jan-2024 05:00 PM,15-Jan-2024 05:00 PM,22-Jan-2024 11:00 AM,20-Feb-2024 10:35 AM,"7,87,454",No,fixed,,Nil,Nil,1.0,ICICI BANK,"2,500",Nil,Nil,No,Executive Engineer,Jal Shakti Division Amb,"Construction of LWSS Amb Town in Tehsil Amb , Distt. Una (HP)","Sub Head  Construction of  Pump House , OHSR, UG Tank , Rising main, Gravity / distribution system firefighting and internal wiring for Pump House etc.( Under AMRUT-2)",Please refer Tender documents.,,"7,54,95,427",Civil Works,,Tender,120.0,730.0,Amb,177203.0,Hamirpur,"Chief Engineer, Jal Shakti Vibhag, Hamirpur Zone, Hamirpur",20-Jan-2024 11:00 AM,Amb,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Tender cost as per condition 2 (ii) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy Registration as per condition 2 (iii) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of EPF No. as per condition 2 (iv) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Finacial qualification  as per condition 3 (a) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Eligibility and qualification  as per condition 3 (b) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid capacity   as per condition 3 (c) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Document /certificate   as per condition 3   (d to h ) and 4 ( a and b)  ) of NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,form No. 6 and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,condition and Data Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Schedule of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
