Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Stage
Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,25-Mar-2021 03:41 PM,technical_68673.pdf,1.0,205286.0,M/S R.R.Builders,23-Mar-2021 04:14 PM,Accepted-AOC,ok,26-May-2021 05:51 PM,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,06-Apr-2021 03:11 PM,finance_68673.pdf,BOQ Comparative Chart,1.0,205286.0,M/S R.R.Builders,INR,"1,599,125",Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,07-Apr-2021 12:26 PM,finsummary_68673.pdf (422.61 KB),19-May-2021,"INR 1,285,168",30.0,Arvind Chaudhary,26-May-2021 05:51 PM,Awardletter.pdf (852.00 KB),Awardletter,PWD,2021_PWD_45633_1,Job 5 Periodical maintenance for link road GHS to,"Job 5 Periodical maintenance for link road GHS to water Tank Mohalla Khindrian VRO 99 km.1-500 to 3-0 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines Under State Head",Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,01-Apr-2021 06:49 PM,05-Apr-2021 10:00 AM,techsummary_68673.pdf (592.74 KB),AOC,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Job 5 Periodical maintenance for link road GHS to water Tank Mohalla Khindrian VRO 99 km.1-500 to 3-0 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines Under State Head","Job 5 Periodical maintenance for link road GHS to water Tank Mohalla Khindrian VRO 99 km.1-500 to 3-0 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines Under State Head",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,18-Mar-2021 09:00 AM,24-Mar-2021 11:00 AM,18-Mar-2021 09:30 AM,24-Mar-2021 09:30 AM,NA ,NA ,18-Mar-2021 09:30 AM,24-Mar-2021 09:30 AM,05-Apr-2021 10:00 AM,PWD,Job 5 Periodical maintenance for link road GHS to,2021_PWD_45633_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"26,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",AOC
,,,,,2.0,205521.0,SS CONSTRUCTION COMPANY,23-Mar-2021 07:05 PM,Rejected-AOC,ok,26-May-2021 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,AOC
