Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
20-Apr-2021 10:00 AM,01-May-2021 11:00 AM,20-Apr-2021 10:00 AM,30-Apr-2021 04:00 PM,NA ,NA ,20-Apr-2021 10:00 AM,30-Apr-2021 04:00 PM,05-May-2021 11:00 AM,PWD,SD-I-CTR-Tender-2020-2021 391 dated 08-04-2021,2021_PWD_46648_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,500.0,Nil,Nil,No,R/R Damages on MRR via Lakkar Bazar km. 147/825 to 153/075 (SH C/O R wall of road from Rd. 147/935 to 147/950 on valley side near capital Hotel,R/R Damages on MRR via Lakkar Bazar km. 147/825 to 153/075 (SH C/O R wall of road from Rd. 147/935 to 147/950 on valley side near capital Hotel,As per SBD ,NA ,,Civil Works,NA ,Tender,120.0,60.0,Shimla,171003.0,NA ,NA ,NA ,"Executive Engineer Shimla Division No-I,HPPWD Shim",No ,No,1.0,Corrigendum,Other,,"Executive Engineer Shimla Division No-I,HPPWD Shim","Executive Engineer Shimla Division No-I,HPPWD Shimla-3",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),"41,500",No,fixed,,Nil,Nil,AOC,PWD,2021_PWD_46648_2,SD-I-CTR-Tender-2020-2021 391 dated 08-04-2021,R/R Damages on MRR via Lakkar Bazar km. 147/825 to 153/075 (SH C/O R wall of road from Rd. 147/935 to 147/950 on valley side near capital Hotel,ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojKumarsupdtShRajkumarSrAssistant,Sudhir Kumar Gupta,04-May-2021 01:09 PM,05-May-2021 11:00 AM,techsummary_70102.pdf (778.47 KB),ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,25-May-2021 01:45 PM,finsummary_70102.pdf (642.58 KB),25-May-2021,"INR 2,241,018",60.0,Sudhir Kumar Gupta,25-May-2021 01:46 PM,AOC46648_2.pdf (1046.00 KB),AOC,1.0,210649.0,Ramesh Chand Rana,INR,"2,077,887",Finance,Bid opening summary,Sudhir Kumar Gupta,05-May-2021 04:47 PM,finance_70102.pdf,BOQ Comparative Chart,1.0,210613.0,KHAJAN SINGH,30-Apr-2021 02:29 PM,Rejected-Finance,3rd Lowest,25-May-2021 01:45 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,04-May-2021 01:07 PM,technical_70102.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210608.0,MANTU KUMAR GUPTA,30-Apr-2021 01:02 PM,Rejected-Finance,2nd Lowest,25-May-2021 01:45 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210649.0,Ramesh Chand Rana,30-Apr-2021 03:58 PM,Accepted-AOC,Awarded,25-May-2021 01:46 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210628.0,Suresh Chand,30-Apr-2021 02:22 PM,Rejected-Finance,4th Lowest,25-May-2021 01:45 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7). (submit the original as per schedule time and date),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
