EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"33,200",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),15-Mar-2021 09:00 AM,23-Mar-2021 11:00 AM,15-Mar-2021 09:30 AM,22-Mar-2021 05:00 PM,NA ,NA ,15-Mar-2021 09:30 AM,22-Mar-2021 05:00 PM,05-Apr-2021 10:00 AM,"Job 11 Periodical maintenance for link road Gondpur Turf Jai Chand to Girgira sahib VR020 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines km.0-0 to 2-0 Under State Head","Job 11 Periodical maintenance for link road Gondpur Turf Jai Chand to Girgira sahib VR020 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines km.0-0 to 2-0 Under State Head",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",PWD,Job 11 Periodical maintenance for link road Gondp,2021_PWD_45513_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,AOC,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,06-Apr-2021 05:36 PM,finance_68471.pdf,BOQ Comparative Chart,1.0,204321.0,M/S R.R.Builders,INR,"2,131,965",1.0,204321.0,M/S R.R.Builders,19-Mar-2021 06:46 PM,Accepted-AOC,ok,26-May-2021 06:06 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,24-Mar-2021 03:56 PM,technical_68471.pdf,PWD,2021_PWD_45513_1,Job 11 Periodical maintenance for link road Gondp,"Job 11 Periodical maintenance for link road Gondpur Turf Jai Chand to Girgira sahib VR020 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines km.0-0 to 2-0 Under State Head",Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,01-Apr-2021 07:14 PM,05-Apr-2021 10:00 AM,techsummary_68471.pdf (588.40 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,06-Apr-2021 06:41 PM,finsummary_68471.pdf (428.63 KB),19-May-2021,"INR 1,713,465",30.0,Arvind Chaudhary,26-May-2021 06:06 PM,Awardletter.pdf (843.00 KB),Awardletter,AOC
,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,204476.0,M/s Satish Kumar Sharma,21-Mar-2021 12:03 PM,Rejected-AOC,ok,26-May-2021 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
