Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,03-Mar-2021 02:55 PM,technical_67117.pdf,1.0,201174.0,Charanjeet Singh Govt Contractor,01-Mar-2021 08:30 PM,Rejected-AOC,ok,19-May-2021 11:31 AM,1.0,200999.0,Chetan Chabba,INR,"814,727",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,10-Mar-2021 11:24 AM,finance_67117.pdf,BOQ Comparative Chart,17-May-2021,"INR 913,800",30.0,Gurcharan Singh Rana,19-May-2021 11:31 AM,Awardletter.pdf (885.00 KB),Award letter,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,10-Mar-2021 12:15 PM,finsummary_67117.pdf (582.54 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,08-Mar-2021 07:10 PM,09-Mar-2021 10:00 AM,techsummary_67117.pdf (606.91 KB),PWD,2021_PWD_44711_1,Job 7 Construction of link road Kinnuwal Mohalla t,Job 7 Construction of link road Kinnuwal Mohalla to village Baliwal km.0-0 to 0-750 Sub Head Providing and Laying Cement Concrete Pavement km.0-080 to 0-240 Under MMGSY,AOC,Job 7 Construction of link road Kinnuwal Mohalla to village Baliwal km.0-0 to 0-750 Sub Head Providing and Laying Cement Concrete Pavement km.0-080 to 0-240 Under MMGSY,Job 7 Construction of link road Kinnuwal Mohalla to village Baliwal km.0-0 to 0-750 Sub Head Providing and Laying Cement Concrete Pavement km.0-080 to 0-240 Under MMGSY,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),23-Feb-2021 05:00 PM,02-Mar-2021 11:00 AM,23-Feb-2021 05:30 PM,02-Mar-2021 09:00 AM,NA ,NA ,23-Feb-2021 05:30 PM,02-Mar-2021 09:00 AM,09-Mar-2021 10:00 AM,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","18,300",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,PWD,Job 7 Construction of link road Kinnuwal Mohalla t,2021_PWD_44711_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,2.0,200999.0,Chetan Chabba,01-Mar-2021 11:34 AM,Accepted-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,200866.0,HARDYAL SINGH GOVT. CONTRACTOR,01-Mar-2021 10:22 PM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,201210.0,Ishan Thakur,02-Mar-2021 08:22 AM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5.0,201185.0,JOGRAJ GOVT CONTRACTOR,02-Mar-2021 08:18 AM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6.0,200958.0,Nitish Thakur,01-Mar-2021 09:22 PM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7.0,201072.0,Om Parkash Govt Contrator,02-Mar-2021 08:32 AM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8.0,201190.0,Prikshit Thakur Govt Contractor,01-Mar-2021 09:52 PM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9.0,201056.0,Rakesh KUmar,01-Mar-2021 01:57 PM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10.0,200935.0,Rishi Kumar,01-Mar-2021 07:34 PM,Rejected-AOC,ok,19-May-2021 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
