Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
400.0,EE Shillai,Shillai,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest Money etc shall be deposited through Online or Offline mode,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",SHL-SMR03-780 NIT No. 2849-99 Dated 18.08.2020,2020_HPIPH_40061_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,Jal Shakti Division Shillai Tehsil Shillai,Aug and Imp Of LWSS Demana Manal in GP Manal in Tehsil Shillai Distt Sirmour HP,SH CO RCC RWT 108000 ltrs cap CO RCC Main Storage Tank 108000 ltrs cap RCC sedimentation tank 20000 ltrs CO Slow sand filter bed 25 Sqm Phase 2,Please refer to tender documents ,NA ,"24,91,909",Civil Works,NA ,Tender,120.0,180.0,Shillai,173027.0,NA ,NA ,NA ,Jal Shakti Division Shillai,No ,No,1.0,ICICI BANK,"44,900",Yes,fixed,,EE Shillai,Shillai,24-Aug-2020 09:00 AM,02-Sep-2020 12:30 PM,24-Aug-2020 09:00 AM,01-Sep-2020 05:00 PM,24-Aug-2020 09:00 AM ,01-Sep-2020 05:00 PM ,24-Aug-2020 09:00 AM,01-Sep-2020 05:00 PM,22-Sep-2020 04:05 PM,AOC,25-May-2021,"INR 1,914,849",180.0,Vipan Kumar,25-May-2021 03:14 PM,Rambhaj2.pdf (108.00 KB),Letter of Award,Technical,Bid Opening Summary,Vipan Kumar,22-Sep-2020 03:54 PM,technical_59140.pdf,Finance,Bid Opening Summary,Vipan Kumar,14-May-2021 12:45 PM,None,BOQ Comparative Chart,1,175810,amer singh,31-Aug-2020 01:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Sep-2020 03:56 PM,Executive Engineer,Internal,"Supdt. DAO,HDM,TA",Vipan Kumar,22-Sep-2020 04:02 PM,22-Sep-2020 04:05 PM,techsummary_59140.pdf (706.84 KB),Executive Engineer,Internal,"AE,DAO,Supdt,TA",Vipan Kumar,25-May-2021 02:47 PM,finsummary_59140.pdf (151.66 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP",2020_HPIPH_40061_1,SHL-SMR03-780 NIT No. 2849-99 Dated 18.08.2020,Aug and Imp Of LWSS Demana Manal in GP Manal in Tehsil Shillai Distt Sirmour HP,1.0,175316.0,rambhaj,INR,"1,914,849",AOC
,,,,,,.pdf,Certificate of Registration with Jal Shakti Vibhag in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,175802,Ayansh Construction,31-Aug-2020 12:46 PM,Rejected-AOC,L13,25-May-2021 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,PAN and GST Registration Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,175866,baru ram,31-Aug-2020 05:20 PM,Rejected-AOC,L9,25-May-2021 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Registration Copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,175826,bhajan singh,31-Aug-2020 03:44 PM,Rejected-AOC,L5,25-May-2021 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Copy of undertaking that contractor has studied all the terms and conditions as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,175909,Bhaw Singh,01-Sep-2020 04:38 PM,Rejected-AOC,L6,25-May-2021 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit regarding utilization of Earnest Money in case of exemption only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,175736,Budh Singh,30-Aug-2020 12:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Sep-2020 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,The list of similar nature Work done/Completed/Work in Progress with performance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,175525,dharam singh chauhan,28-Aug-2020 11:12 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Sep-2020 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,175992,DINESH KUMAR,01-Sep-2020 03:50 PM,Rejected-AOC,L3,25-May-2021 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,175941,DINESH KUMAR GUPTA,01-Sep-2020 12:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Sep-2020 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,175833,geeta ram,31-Aug-2020 03:28 PM,Rejected-AOC,L11,25-May-2021 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
