Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
22-Apr-2021 09:00 AM,27-Apr-2021 11:00 AM,22-Apr-2021 09:00 AM,27-Apr-2021 09:00 AM,NA ,NA ,22-Apr-2021 09:00 AM,27-Apr-2021 09:00 AM,11-May-2021 10:00 AM,PWD,Job 2 Construction of 2 Nos. class rooms at Govt.,2021_PWD_46650_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"36,450",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,FDR - Fixed Deposit,"Job 2 Construction of 2 Nos. class rooms at Govt. Sen . Sec. School Jakhera, Distt. Una H.P Sub Head C.O Building portion Deposit work","Job 2 Construction of 2 Nos. class rooms at Govt. Sen . Sec. School Jakhera, Distt. Una H.P Sub Head C.O Building portion Deposit work",Please refer to Bidding Documents ,NA ,,Civil Works - Buildings,NA ,Tender,75.0,182.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,PWD,2021_PWD_46650_1,Job 2 Construction of 2 Nos. class rooms at Govt.,"Job 2 Construction of 2 Nos. class rooms at Govt. Sen . Sec. School Jakhera, Distt. Una H.P Sub Head C.O Building portion Deposit work","Er. Rajesh Kumar, E.E.",Internal,"Er. Sunil Kumar. AE Jagdeep Singh Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,10-May-2021 07:28 PM,11-May-2021 10:00 AM,techsummary_70104.pdf (708.40 KB),"Er. Rajesh Kumar, E.E",Internal,"Er. Kuldeep Singh AE to EE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant Ravi Kumar Jr. Draughtsman",Arvind Chaudhary,12-May-2021 01:56 PM,finsummary_70104.pdf (419.96 KB),19-May-2021,"INR 1,928,757",182.0,Arvind Chaudhary,26-May-2021 06:43 PM,Awardletter.pdf (811.00 KB),Awardletter,1.0,209850.0,Ajay Kumar Govt Contractor,25-Apr-2021 03:42 PM,Rejected-Technical,As per technical Bids Evaluation,10-May-2021 07:28 PM,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,28-Apr-2021 04:10 PM,technical_70104.pdf,Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,12-May-2021 12:22 PM,finance_70104.pdf,BOQ Comparative Chart,1.0,209950.0,DINESH KUMAR,INR,"2,247,937",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210010.0,Chetan Chabba,26-Apr-2021 04:10 PM,Rejected-Technical,As per technical Bids Evaluation,10-May-2021 07:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,209950.0,DINESH KUMAR,26-Apr-2021 12:56 PM,Accepted-AOC,ok,26-May-2021 06:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,209896.0,Rohit Rana,26-Apr-2021 01:34 PM,Rejected-AOC,ok,26-May-2021 06:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,209976.0,Shallu Malik Govt Contractor,26-Apr-2021 02:52 PM,Rejected-AOC,ok,26-May-2021 06:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
