Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
23-May-2021,INR 5.0E+8,30.0,Rubul Changkakoti,23-May-2021 12:17 PM,OrderCopy.pdf (456.00 KB),Category B up to 20.00 crore Category C up to 50.00 crore Category D no upper limit SSI work no limit,Finance,Technical Bid Opened,Rubul Changkakoti,23-May-2021 11:41 AM,,1,102164,AESTHETIC CREATION,12-Jan-2021 12:52 PM,Rejected-Technical,Non Responsive,23-May-2021 11:59 AM,ED,Internal,,Rubul Changkakoti,23-May-2021 12:07 PM,finsummary_30776.pdf (863.35 KB),National Health Mission||State Programme Management Unit - NHM,2021_NHM_19867_1,NHM-32034/34/2020-Construction,Empanelment of a Architectural Firms and b Sub Soil Investigation Agencies,ED,Internal,,Rubul Changkakoti,23-May-2021 11:59 AM,techsummary_30776.pdf (863.35 KB),1.0,101855.0,Space Ace,INR,0.0,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,EMD,1.0,Corrigendum,Other,,1.0,DD - Demand Draft,Empanelment of a Architectural Firms and b Sub Soil Investigation Agencies,Empanelment of a) Architectural Firms and b) Sub-Soil Investigation Agencies,Please refer Tender documents. ,NA ,,Consultancy,NA ,Empanelment,180.0,30.0,Assam,781001.0,NA ,NA ,NA ,"O/O the Mission Director ,NHM,Assam",No ,No,"MD, NHM, Assam","O/O Mission Director ,NHM,Assam",01-Jan-2021 03:00 PM,13-Jan-2021 03:00 PM,01-Jan-2021 03:15 PM,12-Jan-2021 02:00 PM,NA ,NA ,01-Jan-2021 03:15 PM,12-Jan-2021 02:00 PM,"10,000",GM NHM,NHM Assam,Yes,National Health Mission||State Programme Management Unit - NHM,NHM-32034/34/2020-Construction,2021_NHM_19867_1,Yes,Open Tender,EOI,Services,1.0,No,No,Offline,No,No,No,0.0,No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,102162,architects collaborative,12-Jan-2021 12:49 PM,Accepted-AOC,Responsive,23-May-2021 12:18 PM,,,,,,,,,,,,,,,,,2.0,101899.0,EXCEL CONSTRUCTION PRIVATE LIMITED,INR,0.0,AOC,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,102038,Archohm Consults Private Limited,11-Jan-2021 01:39 PM,Rejected-Technical,Non Responsive,23-May-2021 11:59 AM,,,,,,,,,,,,,,,,,3.0,102045.0,ESS FOUNDATION PVT.LTD,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,102177,Collage Design Pvt. Ltd.,12-Jan-2021 01:48 PM,Rejected-Technical,Non Responsive,23-May-2021 11:59 AM,,,,,,,,,,,,,,,,,4.0,102096.0,TOPUBRATTA DUTTA ARCHITECTS,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,102159,DESIGN AND BUILD,12-Jan-2021 01:36 PM,Rejected-Technical,Non Responsive,23-May-2021 11:59 AM,,,,,,,,,,,,,,,,,5.0,102162.0,architects collaborative,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,102045,ESS FOUNDATION PVT.LTD,11-Jan-2021 02:01 PM,Accepted-AOC,Responsive,23-May-2021 12:18 PM,,,,,,,,,,,,,,,,,6.0,102173.0,INTEGRA VENTURES,INR,0.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,101899,EXCEL CONSTRUCTION PRIVATE LIMITED,09-Jan-2021 03:52 PM,Accepted-AOC,Responsive,23-May-2021 12:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,102173,INTEGRA VENTURES,12-Jan-2021 01:16 PM,Accepted-AOC,Responsive,23-May-2021 12:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,101844,Kothari Associates Pvt. Ltd.,12-Jan-2021 01:19 PM,Rejected-Technical,Non Responsive,23-May-2021 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,101898,Ks Design Cell,11-Jan-2021 07:20 PM,Rejected-Technical,Non Responsive,23-May-2021 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
