Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
11-Sep-2020 03:00 PM,18-Sep-2020 11:30 AM,11-Sep-2020 03:00 PM,18-Sep-2020 11:00 AM,NA ,NA ,11-Sep-2020 03:00 PM,18-Sep-2020 11:00 AM,01-Oct-2020 03:00 PM,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"48,000",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,"LIS Mainthapal, Nagal, Suketi, Moginand-III, Khadari, Manderwa, Konthron, Meerpur Kotla, Churan, Bankala, Shambhuwala in Tehsil Nahan Distt. Sirmour HP","Providing, Laying, jointing and testing of MSERW pipe 200mm dia in rising main and S/E of submersible and centrifugal pumping machinery with allied accessories for Suketi and Providing, Laying, jointing and testing of MSERW pipe 250mm dia in Rising m",Please refer Tender documents. ,NA ,"26,90,930",Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as mention in NIT,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",SMR00-NHN-722-6298-6358 dt 09-09-2020,2020_HPIPH_40571_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAO EE,Mandeep Gupta,01-Oct-2020 02:57 PM,01-Oct-2020 03:00 PM,techsummary_59874.pdf (139.74 KB),1.0,178077.0,M/S Sharma Enterpirses,17-Sep-2020 03:45 PM,Accepted-AOC,AOC,04-May-2021 03:05 PM,18-May-2021,"INR 2,690,930",90.0,Mandeep Gupta,04-May-2021 03:05 PM,AOC.pdf (865.00 KB),Award to Contractor,Finance,Financial Bid Opening Summary,Mandeep Gupta,01-Oct-2020 04:26 PM,finance_59874.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Mandeep Gupta,01-Oct-2020 02:54 PM,technical_59874.pdf,Er J S Chouhan SE,Internal,DH CHD SudtWS AED EED EE NAhan SE,Mandeep Gupta,04-May-2021 03:02 PM,finsummary_59874.pdf (865.31 KB),1.0,178077.0,M/S Sharma Enterpirses,INR,"2,086,820","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_40571_4,SMR00-NHN-722-6298-6358 dt 09-09-2020,"LIS Mainthapal, Nagal, Suketi, Moginand-III, Khadari, Manderwa, Konthron, Meerpur Kotla, Churan, Bankala, Shambhuwala in Tehsil Nahan Distt. Sirmour HP",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Cost of Tender Form as mention in NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,178120.0,Nil,17-Sep-2020 02:42 PM,Rejected-Finance,Reject,04-May-2021 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Enlistment/registration in HP JSV in valid class as mention in NIT,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,178121.0,shiv iron general engineers,18-Sep-2020 09:40 AM,Rejected-Finance,Reject,04-May-2021 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No. and GST No,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership/sub-dealership of offered Pumping machinery,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking of the curve charts along with selection of pumps and motors,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
