Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,500.0,Executive Engineer HPPWD Division Bangana,Bangana,No,Construction of 2 Nos Classroom at Govt. Senior Secondary School at Boul in Tehsil Bangana Distt. Una H.P.,C/O Two Nos Classroom with Verandah including site Development,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,90.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,PWD,No.BGN/2020-21-17302-30 dated 03.03.2021Job9,2021_PWD_45657_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,18-Mar-2021 11:00 AM,27-Mar-2021 11:00 AM,18-Mar-2021 11:30 AM,26-Mar-2021 06:00 PM,NA ,NA ,18-Mar-2021 11:30 AM,26-Mar-2021 06:00 PM,05-Apr-2021 10:30 AM,"35,100",Yes,fixed,,Executive Engineer HPPWD Division Bangana,Bangana,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Indicated in Schedule-F),1.0,DD - Demand Draft,AOC,Finance,Fin bid opened,SHASHI PAL,06-Apr-2021 06:32 PM,finance_68699.pdf,BOQ Comparative Chart,1.0,206088.0,Tilak Raj Govt Contractor,INR,"2,167,933",1.0,205902.0,ANKIT SHARMA,25-Mar-2021 02:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Apr-2021 10:45 AM,Technical,Tech bid opened,SHASHI PAL,03-Apr-2021 10:45 AM,technical_68699.pdf,PWD,2021_PWD_45657_1,No.BGN/2020-21-17302-30 dated 03.03.2021Job9,Construction of 2 Nos Classroom at Govt. Senior Secondary School at Boul in Tehsil Bangana Distt. Una H.P.,Er.S.P.Dhiman EE,Internal,Supdt. HDM AO,SHASHI PAL,03-Apr-2021 10:47 AM,05-Apr-2021 10:30 AM,techsummary_68699.pdf (557.14 KB),Er.S.P.Dhiman EE,Internal,Supdt. HDM AO,SHASHI PAL,06-Apr-2021 06:37 PM,finsummary_68699.pdf (444.26 KB),19-May-2021,"INR 2,167,933",90.0,SHASHI PAL,19-May-2021 03:36 PM,AOC.pdf (459.00 KB),Work Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in Schedule F),2.0,SS - Small Savings Instrument,AOC,,,,,,,,,,,,2.0,205843.0,DINESH KUMAR,26-Mar-2021 01:30 PM,Rejected-AOC,Higher Side,19-May-2021 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),3.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,3.0,206086.0,Mehar Chand,26-Mar-2021 10:14 AM,Rejected-AOC,Higher Side,19-May-2021 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and latest assessment,,,AOC,,,,,,,,,,,,4.0,206205.0,Mohammed Javed,26-Mar-2021 02:33 PM,Rejected-AOC,Higher Side,19-May-2021 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,AOC,,,,,,,,,,,,5.0,206003.0,Salochna Devi,25-Mar-2021 07:40 PM,Rejected-AOC,Higher Side,19-May-2021 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in bidding document as per General Rule 19,,,AOC,,,,,,,,,,,,6.0,206088.0,Tilak Raj Govt Contractor,26-Mar-2021 02:58 PM,Accepted-AOC,Lowest,19-May-2021 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Reg. no pending litigation with the Department,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
