Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Director Design,Internal,"G.C. Sarma, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,16-Feb-2021 04:41 PM,16-Feb-2021 04:45 PM,techsummary_30833.pdf (233.73 KB),15-May-2021,INR 26998498.79,60.0,Jayanta Kumar Barman,20-May-2021 01:22 PM,turai_mangaldoi_1101_1.PDF (642.00 KB),"Immediate measures to Nonoi L/B embankment from MPK Road to Turai (Breach closing at Alikhapara village , Ch.12600m) under SDRF for the year 2020-21.",1,102148,Bhaba Kanta Nath,12-Jan-2021 01:20 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:22 PM,Finance,Updated CS may be prepared,Jayanta Kumar Barman,20-Feb-2021 05:19 PM,,BOQ Comparative Chart,1.0,102091.0,ROYAL TRADING,INR,26998498.79,Director Design,Internal,"S.E. Southern Assam W.R. Circle, S.E. Mukalmua Protection W.R. Circle, Deputy Director (EDRT), Executive Engineer (Construction Cell)",Jayanta Kumar Barman,14-May-2021 01:36 PM,finsummary_30833.pdf (233.73 KB),Department of Water Resources||Chief Engineer - DoWR,2021_DoWR_19917_1,MANGALDOI/2020-21/SDRF/I,"Immediate measures to Nonoi L/B embankment from MPK Road to Turai (Breach closing at Alikhapara village , Ch.12600m) under SDRF for the year 2020-21.",Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,16-Feb-2021 04:30 PM,technical_30833.pdf,AOC,"6,00,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Department of Water Resources||Chief Engineer - DoWR,MANGALDOI/2020-21/SDRF/I,2021_DoWR_19917_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,02-Jan-2021 06:00 PM,13-Jan-2021 02:00 PM,02-Jan-2021 06:05 PM,12-Jan-2021 02:00 PM,NA ,NA ,06-Jan-2021 10:00 AM,12-Jan-2021 02:00 PM,16-Feb-2021 04:45 PM,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"Immediate measures to Nonoi L/B embankment from MPK Road to Turai (Breach closing at Alikhapara village , Ch.12600m) under SDRF for the year 2020-21.","Immediate measures to Nonoi L/B embankment from MPK Road to Turai (Breach closing at Alikhapara village , Ch.12600m) under SDRF for the year 2020-21.",Please refer Tender documents. ,NA ,"2,99,99,998",Civil Works,NA ,Tender,180.0,60.0,MANGALDOI,784125.0,NA ,NA ,NA ,GUWAHATI,No ,No,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,AOC
,,,,,,,,,,,,,,2,102135,Bichitra Baruah,12-Jan-2021 10:30 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2021 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3,101758,DIPAK DEKA,12-Jan-2021 12:27 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,4,101957,JAGADISH KALITA,12-Jan-2021 01:29 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,5,102060,MD JEHERUL HAQUE,12-Jan-2021 01:09 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,6,102082,MIRZA MOHAMMAD RAIHAN & MODI ENTERPRISE JV,12-Jan-2021 12:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2021 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,7,102100,NABA-BHUBANESWAR-JV,12-Jan-2021 12:16 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,8,102161,RAJENDRA CHAUDHURY,12-Jan-2021 12:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2021 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,9,102091,ROYAL TRADING,12-Jan-2021 11:05 AM,Accepted-AOC,PROPER,20-May-2021 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,10,102113,Sailen Kumar Sharma,12-Jan-2021 10:59 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2021 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
