Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
17-May-2021,"INR 1,408,453",60.0,Gurcharan Singh Rana,19-May-2021 12:15 PM,Awardletter.pdf (817.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant Ravi Kumar Jr. Draughtsman",Arvind Chaudhary,12-May-2021 02:25 PM,finsummary_70129.pdf (476.00 KB),Er. Rajesh Kumar E.E.,Internal,"Er. Sunil Kumar. AE Jagdeep Singh Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,10-May-2021 07:07 PM,11-May-2021 10:00 AM,techsummary_70129.pdf (650.49 KB),PWD,2021_PWD_46673_1,"Construction of Link road to village Rampur, Distr","Job 9 Construction of Link road to village Rampur, District Una H.P km.0-0 to 1-0 Sub Head C.O Retaining walls, C.C Pavement, tarring and drain in km.0-0 to 0-360",1.0,210003.0,Yog raj,INR,"1,241,887",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,12-May-2021 01:06 PM,finance_70129.pdf,BOQ Comparative Chart,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,28-Apr-2021 05:04 PM,technical_70129.pdf,1.0,210104.0,Ashwani Kumar,26-Apr-2021 11:21 PM,Rejected-AOC,ok,19-May-2021 12:15 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Job 9 Construction of Link road to village Rampur, District Una H.P km.0-0 to 1-0 Sub Head C.O Retaining walls, C.C Pavement, tarring and drain in km.0-0 to 0-360","Job 9 Construction of Link road to village Rampur, District Una H.P km.0-0 to 1-0 Sub Head C.O Retaining walls, C.C Pavement, tarring and drain in km.0-0 to 0-360",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,FDR - Fixed Deposit,"28,200",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,PWD,"Construction of Link road to village Rampur, Distr",2021_PWD_46673_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,22-Apr-2021 09:00 AM,27-Apr-2021 11:00 AM,22-Apr-2021 09:00 AM,27-Apr-2021 09:00 AM,NA ,NA ,22-Apr-2021 09:00 AM,27-Apr-2021 09:00 AM,11-May-2021 10:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,209875.0,Balbir Singh Govt Contractor,25-Apr-2021 04:17 PM,Rejected-AOC,ok,19-May-2021 12:15 PM,AOC,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210061.0,Nitin Kumar Govt Contractor,26-Apr-2021 08:20 PM,Rejected-AOC,ok,19-May-2021 12:15 PM,AOC,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,209865.0,Satish Kumar,27-Apr-2021 08:31 AM,Rejected-AOC,ok,19-May-2021 12:15 PM,AOC,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,209653.0,Vijay Kumar,25-Apr-2021 05:47 PM,Rejected-AOC,ok,19-May-2021 12:15 PM,AOC,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,210003.0,Yog raj,27-Apr-2021 01:48 AM,Accepted-AOC,ok,19-May-2021 12:15 PM,AOC,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
