Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,A.R and M.O Govt. Degree College Bhoranj Tarkwari,2021_PWD_46130_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE Bhoranj,Bhoranj,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,01-Apr-2021 12:00 PM,07-Apr-2021 11:30 AM,01-Apr-2021 12:00 PM,07-Apr-2021 10:30 AM,NA ,NA ,01-Apr-2021 12:00 PM,07-Apr-2021 10:30 AM,26-Apr-2021 11:30 AM,"22,000",Yes,fixed,,EE Bhoranj,Bhoranj,"Executive Engineer, Bhoranj Division, HP.PWD., Bho","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",A.R and M.O Govt. Degree College Bhoranj Tarkwari Distt. Hamirpur HP,SH Removing distemper and paint and finishing wall with water proof cement paint,Please refer Tender documents. ,NA ,"10,86,165",Civil Works - Roads,NA ,Rate Contract,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,"HP.pWD., Bhoranj Division",No ,No,1.0,DD - Demand Draft,AOC,Finance,Summary Attached,Virender Singh Guleria,06-May-2021 03:44 PM,finance_69386.pdf,BOQ Comparative Chart,1.0,207704.0,RAKESH CHAND GOVT. CONTRACTOR,INR,"621,676",1.0,207641.0,Ashok Kumar,06-Apr-2021 02:00 PM,Rejected-AOC,Accept,06-May-2021 03:54 PM,Technical,Summary attached,Virender Singh Guleria,22-Apr-2021 05:14 PM,technical_69386.pdf,PWD,2021_PWD_46130_1,A.R and M.O Govt. Degree College Bhoranj Tarkwari,A.R and M.O Govt. Degree College Bhoranj Tarkwari Distt. Hamirpur HP,"Executive Engineer, Bhoranj Division, HP.PWD., Bhoranj",Internal,"Supdt. HDM, DAO, A.E.Bhoranj Sub Division",Virender Singh Guleria,22-Apr-2021 05:21 PM,26-Apr-2021 11:30 AM,techsummary_69386.pdf (1657.57 KB),"Executive Engineer, Bhoranj Division, HP.PWD., Bhoranj",Internal,"Supdt. HDM, DAO, A.E.Bhoranj Sub Division",Virender Singh Guleria,06-May-2021 03:50 PM,finsummary_69386.pdf (769.98 KB),06-May-2021,"INR 621,676",90.0,Virender Singh Guleria,06-May-2021 03:54 PM,ALDCBhoranj.PDF (935.00 KB),Award Letter Attached,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest Money- (FDR duly pledged in favour of Executive Engineer, HPPWD., Bhoranj Division)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,207681.0,MUKESH CHAND,06-Apr-2021 05:09 PM,Rejected-Technical,Not qualify in techanical Bid,22-Apr-2021 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,207515.0,Pankaj sharma,06-Apr-2021 03:56 PM,Rejected-AOC,Accept,06-May-2021 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,207710.0,Praveen Thakur,06-Apr-2021 07:54 PM,Rejected-AOC,Accept,06-May-2021 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,207691.0,RAJEEV KUMAR GOVT CONTRACTOR,06-Apr-2021 05:44 PM,Rejected-Technical,Not qualify in techanical Bid,22-Apr-2021 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,207704.0,RAKESH CHAND GOVT. CONTRACTOR,06-Apr-2021 06:11 PM,Accepted-AOC,Accept,06-May-2021 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,207601.0,SHYAM LAL GOVT CONT,06-Apr-2021 01:39 PM,Rejected-Technical,Not qualify in techanical Bid,22-Apr-2021 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate not less than 40 percent of estimated cost on prescribed format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
