Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Indicated in Schedule-F),"1,49,800",Yes,fixed,,Executive Engineer HPPWD Division Bangana,Bangana,1.0,DD - Demand Draft,08-Feb-2021 11:00 AM,19-Feb-2021 11:00 AM,08-Feb-2021 11:30 AM,18-Feb-2021 06:00 PM,NA ,NA ,08-Feb-2021 11:30 AM,18-Feb-2021 06:00 PM,22-Feb-2021 10:30 AM,"5,000",Executive Engineer HPPWD Division Bangana,Bangana,No,Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,PWD,No.BGN/2020-21-15051-15110 dated 27.01.2021,2021_PWD_44017_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of Science Lab at Govt. Sr. Sec. School at Bangana Tehsil Bangana Distt. Una HP.,"C/o Civil work, woater supply and sanitary installation, Rain Water Harvesting Tank, Septic Tank etc.",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,365.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,AOC,PWD,2021_PWD_44017_1,No.BGN/2020-21-15051-15110 dated 27.01.2021,Construction of Science Lab at Govt. Sr. Sec. School at Bangana Tehsil Bangana Distt. Una HP.,Er.S.P.Dhiman EE,Internal,Supdt. HDM AO,SHASHI PAL,20-Feb-2021 11:23 AM,22-Feb-2021 10:30 AM,techsummary_65814.pdf (419.50 KB),Er.S.P.Dhiman EE,Internal,Supdt. HDM AO,SHASHI PAL,22-Feb-2021 07:03 PM,finsummary_65814.pdf (397.25 KB),19-May-2021,"INR 15,071,964",365.0,SHASHI PAL,19-May-2021 03:17 PM,AOC.pdf (2273.00 KB),Work Awarded,1.0,199086.0,Raj Kumar,18-Feb-2021 02:27 PM,Accepted-AOC,Lowest,19-May-2021 03:17 PM,Technical,Tech Bid opened,SHASHI PAL,20-Feb-2021 11:20 AM,technical_65814.pdf,Finance,Fin bid opened,SHASHI PAL,22-Feb-2021 05:45 PM,finance_65814.pdf,BOQ Comparative Chart,1.0,199086.0,Raj Kumar,INR,"15,071,964",AOC
,,.pdf,Earnest Money (Indicated in Schedule F),,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,199142.0,SUPER CONSTRUCTION,18-Feb-2021 04:37 PM,Rejected-AOC,Higher side,19-May-2021 03:17 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate on prescribed format given in bidding document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Reg. no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
