Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
A/R and M/O on Chakki Banikhet Chamba Bharmour road NH154A Km 39/0 to 106/0 SH Construction of R/wall at RD 54/002 TO 54/017 and Construction of wire crate at RD 53/950 TO 53/970 for the year of 2020-21 in the State of HP Under FDR.,A/R and M/O on Chakki Banikhet Chamba Bharmour road NH154A Km 39/0 to 106/0 SH Construction of R/wall at RD 54/002 TO 54/017 and Construction of wire crate at RD 53/950 TO 53/970 for the year of 2020-21 in the State of HP Under FDR.,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,180.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Chamba,No ,No,"72,020",No,fixed,,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,PWD,No.-NHC-20- 3492-3525 date 9.12.2020,2021_PWD_43598_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000",Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,No,05-Jan-2021 05:00 PM,20-Jan-2021 11:30 AM,05-Jan-2021 05:00 PM,20-Jan-2021 11:00 AM,NA ,NA ,05-Jan-2021 05:00 PM,20-Jan-2021 11:00 AM,30-Jan-2021 11:00 AM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (indicated in schedule F),Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,AOC,Executive Engineer,Internal,AE Superintendent HDM Senior Assistant Dealing assistant,Rajeev Kumar,29-Jan-2021 05:29 PM,30-Jan-2021 11:00 AM,techsummary_64767.pdf (1005.09 KB),PWD,2021_PWD_43598_3,No.-NHC-20- 3492-3525 date 9.12.2020,A/R and M/O on Chakki Banikhet Chamba Bharmour road NH154A Km 39/0 to 106/0 SH Construction of R/wall at RD 54/002 TO 54/017 and Construction of wire crate at RD 53/950 TO 53/970 for the year of 2020-21 in the State of HP Under FDR.,15-May-2021,"INR 2,862,067.1",180.0,Rajeev Kumar,15-May-2021 12:50 PM,AOC.pdf (1784.00 KB),A/R and M/O on Chakki Banikhet Chamba Bharmour road NH154A Km 39/0 to 106/0 SH Construction of R/wall at RD 54/002 TO 54/017 and Construction of wire crate at RD 53/950 TO 53/970 for the year of 2020-,Executive Engineer,Internal,Dealing assistant DHD Sr Assistant Superintendent AE,Rajeev Kumar,15-May-2021 12:40 PM,finsummary_64767.pdf (799.75 KB),1.0,195849.0,Suresh Kumar,INR,"2,862,067.1",Finance,A/R and M/O on Chakki Banikhet Chamba Bharmour road NH154A Km 39/0 to 106/0 SH Construction of R/wall at RD 54/002 TO 54/017 and Construction of wire crate at RD 53/950 TO 53/970 for the year of 2020-21 in the State of HP Under FDR,Rajeev Kumar,15-May-2021 12:32 PM,None,BOQ Comparative Chart,1.0,195765.0,AASTHA CONSTRUCTION COMPANY,19-Jan-2021 07:42 PM,Rejected-AOC,responsive,15-May-2021 12:50 PM,Technical,BOS,Rajeev Kumar,29-Jan-2021 05:25 PM,technical_64767.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money (indicated in schedule F),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,195777.0,Jagdish Chander Thakur,18-Jan-2021 03:33 PM,Rejected-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23 and as per invitation of bid),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,195852.0,M/S PARASKAR CONSTRUCTION,20-Jan-2021 10:16 AM,Rejected-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,195856.0,Narain Singh Thakur,19-Jan-2021 07:09 PM,Rejected-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,195845.0,Rakesh Verma,19-Jan-2021 04:30 PM,Rejected-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,195858.0,Subhash Kumar,19-Jan-2021 09:34 PM,Rejected-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience as per clause 28.2 b of General Rules and Direction and as per Schedule F,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,195849.0,Suresh Kumar,19-Jan-2021 05:20 PM,Accepted-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not having two works in hand at time of bid.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,195809.0,Vishwas Rathore,19-Jan-2021 01:20 AM,Rejected-AOC,responsive,15-May-2021 12:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed by the contractor,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work in hand,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
