Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,2021_DoWR_20996_1,PGP/2020-21/RIDF/I,Pro-Siltation measures to protect Panikhaiti area from the erosion of river Brahmaputra.,1,108945,AKHIL KUMAR JAIN-ASHOK KUMAR JAIN-JV,16-Feb-2021 01:51 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:28 PM,Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,19-Feb-2021 04:08 PM,technical_32654.pdf,Director Design,Internal,"G.C. Sarma, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,19-Feb-2021 04:10 PM,19-Feb-2021 04:15 PM,techsummary_32654.pdf (233.73 KB),AOC,"2,17,806",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,Pro-Siltation measures to protect Panikhaiti area from the erosion of river Brahmaputra.,Pro-Siltation measures to protect Panikhaiti area from the erosion of river Brahmaputra.,Please refer Tender documents. ,NA ,"1,08,90,304",Civil Works,NA ,Tender,180.0,90.0,MIRZA,781125.0,NA ,NA ,NA ,GUWAHATI,No ,No,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,"2,000",Nil,Nil,Yes,05-Feb-2021 06:00 PM,17-Feb-2021 02:00 PM,05-Feb-2021 06:05 PM,16-Feb-2021 02:00 PM,NA ,NA ,08-Feb-2021 10:00 AM,16-Feb-2021 02:00 PM,19-Feb-2021 04:15 PM,Department of Water Resources||Chief Engineer - DoWR,PGP/2020-21/RIDF/I,2021_DoWR_20996_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,AOC
,,,,2,108062,ANIL PALASHI JV,16-Feb-2021 09:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2021 04:08 PM,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,108440,Ashit Roy,15-Feb-2021 12:34 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,107169,Ashok Kumar Agarwalla,15-Feb-2021 03:39 PM,Accepted-AOC,PROPER,20-May-2021 01:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,107496,DIGANTA DAS,13-Feb-2021 10:07 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,108798,HEMEN KUMAR DUTTA ORIENTAL ENGINEERS JV,15-Feb-2021 05:09 PM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,109084,JAMIR KHAN,16-Feb-2021 10:15 AM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,109297,KUSHAL DAS,16-Feb-2021 01:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2021 04:08 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,108983,RAM CHANDRA AGARWALLA-MP AGARWALLA JV,16-Feb-2021 09:59 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2021 04:08 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,108390,ROYAL TRADING,16-Feb-2021 11:08 AM,Rejected-AOC,Not Qualified for AOC,20-May-2021 01:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
