S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,191796,Ashutosh Trading Corporation,15-Dec-2020 01:45 PM,Accepted-AOC,Ground Nut Seed and Soyabean,20-May-2021 03:47 PM,Technical,Pre bid summery of raw material of Panjiri,Preeti Arya,16-Dec-2020 02:21 PM,technical_63440.pdf,Managing Director,Internal,"Sr.Manager(Plants), AC(FA), Manager(Acctts/DDO)",Preeti Arya,16-Dec-2020 02:44 PM,16-Dec-2020 02:45 PM,techsummary_63440.pdf (723.64 KB),Finance,Pre bid summery of raw material of Panjiri.,Preeti Arya,16-Dec-2020 03:05 PM,finance_63440.pdf,BOQ Comparative Chart,Hp State Cooperative Milk Producers Fed Ltd,2020_MPFL_42813_1,437/PI-8/15-XXIII,Raw material of Panjiri (3rd qtr 2020-21),Manaing Director,Internal,"Sr.Manager(Plants), Manager(Acctts/DDO), AC F and A",Preeti Arya,05-Jan-2021 01:41 PM,finsummary_63440.pdf (211.96 KB),1.0,191511.0,S K FOOD PRODUCT,INR,"5,075,000",06-Jan-2021,"INR 25,000,000",120.0,Preeti Arya,20-May-2021 03:47 PM,3rdqtr202021.pdf (3058.00 KB),Raw material of Panjiri (3rd qtr 2020-21),AOC,Managing Director,H.P.Milkfed Totu Shimla-171011,28-Nov-2020 04:00 PM,16-Dec-2020 11:00 AM,28-Nov-2020 04:00 PM,15-Dec-2020 03:00 PM,NA ,NA ,28-Nov-2020 04:00 PM,15-Dec-2020 03:00 PM,16-Dec-2020 02:45 PM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Scan copy of EMD proof,"6,25,000",No,percentage,2.5%,"Managing Director, H.P.Milkfed Totu",Shimla,Hp State Cooperative Milk Producers Fed Ltd,437/PI-8/15-XXIII,2020_MPFL_42813_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,Raw material of Panjiri (3rd qtr 2020-21),Tender for raw material of panjiri 3rd qtr 2020-12,Please refer Tender documents. ,NA ,"2,50,00,000",Food Products,NA ,Tender,120.0,120.0,MPP Mandi at Chakkar,175021.0,NA ,NA ,NA ,"Totu, Shimla",No ,No,"2,360","Managing Director, H.P.Milkfed Totu",Shimla,No,AOC
2,191592,CHANDIGARH SWEETS LIMITED,13-Dec-2020 12:54 PM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,191582.0,GANPATI SALES CORPORATIONS,INR,"14,159,250",,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Scan copy of fees of tender document Proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,191582,GANPATI SALES CORPORATIONS,15-Dec-2020 01:49 PM,Accepted-AOC,Sugar and Cotton Seed Oil,20-May-2021 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,191796.0,Ashutosh Trading Corporation,INR,"9,387,630",,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Scan copy of balance sheet /income tax returns of the last three year (As per Sr.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,191459,JAGDAMBA SALES CORPORATION,12-Dec-2020 05:05 PM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,"Scan copy of GST, PAN and TAN Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,191448,JEET RAM & SONS,15-Dec-2020 02:15 PM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Scan copy of duly signed and stamp tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,191784,K.L.enterprises,15-Dec-2020 02:45 PM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Scan copy of testing report of the cotton seed refined oil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,191890,Mahalakshmi Roller Flour Mills Pvt Ltd,15-Dec-2020 01:52 PM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ of raw material of Panjiri 3rd qtr 2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,191870,MANATH SUGAR TRADER,15-Dec-2020 12:16 PM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,191446,P A SALES CORPORATION,15-Dec-2020 10:36 AM,Rejected-Finance,Rejected Due to highest rate,05-Jan-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,191511,S K FOOD PRODUCT,14-Dec-2020 07:59 PM,Accepted-AOC,Black Gram,20-May-2021 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
