Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,BOS,Rajeev Kumar,13-Jan-2021 02:23 PM,technical_64393.pdf,1.0,194477.0,Abhishek Thakur,06-Jan-2021 07:36 PM,Accepted-AOC,Accepted,15-May-2021 02:35 PM,1.0,194477.0,Abhishek Thakur,INR,"433,644.36",Finance,A/R and M/O on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 39/0 to 106/0 C/o P.C.C R/wall at RD 84/715 to 84/723.,Rajeev Kumar,15-May-2021 02:29 PM,finance_64393.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Dealing assistant, DHD ,Sr Assistant, Superintend Gr-ii AE",Rajeev Kumar,15-May-2021 02:33 PM,finsummary_64393.pdf (670.24 KB),15-May-2021,"INR 389,590",90.0,Rajeev Kumar,15-May-2021 02:35 PM,a.pdf (789.00 KB),A/R and M/O on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 39/0 to 106/0 C/o P.C.C R/wall at RD 84/715 to 84/723.,PWD,2020_PWD_43381_6,No.-NHC- 3600-3699 dated 11.12.20,A/R and M/O on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 39/0 to 106/0 C/o P.C.C R/wall at RD 84/715 to 84/723.,Executive Engineer,Internal,Assistant Engineer Superintendent HDM Senior assistant and dealing assistant,Rajeev Kumar,13-Jan-2021 02:27 PM,14-Jan-2021 11:20 AM,techsummary_64393.pdf (421.47 KB),AOC,A/R and M/O on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 39/0 to 106/0 C/o P.C.C R/wall at RD 84/715 to 84/723.,A/R and M/O on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 39/0 to 106/0 C/o P.C.C R/wall at RD 84/715 to 84/723.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Chamba,No ,No,350.0,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (indicated in schedule F),"10,800",No,fixed,,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,22-Dec-2020 11:00 AM,07-Jan-2021 11:30 AM,22-Dec-2020 11:00 AM,07-Jan-2021 11:00 AM,NA ,NA ,22-Dec-2020 11:00 AM,07-Jan-2021 11:00 AM,14-Jan-2021 11:20 AM,1.0,DD - Demand Draft,PWD,No.-NHC- 3600-3699 dated 11.12.20,2020_PWD_43381_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,2.0,195030.0,Arvind Thakur,06-Jan-2021 01:06 PM,Rejected-AOC,Accepted,15-May-2021 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (indicated in schedule F),,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC
,,,,,3.0,194904.0,Subhash Kumar,05-Jan-2021 11:53 AM,Rejected-AOC,Accepted,15-May-2021 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not having two works in hand at time of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
