Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,8428-53 dated 08/02/2024,2024_PWD_85734_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,e-Challan Cost of tender and Earnest of Money,15-Feb-2024 11:00 AM,26-Feb-2024 11:00 AM,15-Feb-2024 11:00 AM,25-Feb-2024 05:00 PM,,,15-Feb-2024 11:00 AM,25-Feb-2024 05:00 PM,29-Feb-2024 01:00 PM,"17,200",No,fixed,,Nil,Nil,1.0,Corrigendum,Date,,1.0,ICICI BANK,500.0,Nil,Nil,No,EXECUTIVE ENGINEER,"EXECUTIVE ENGINEER
FATEHPUR DIVISION HPPWD
FATEHPUR",Construction of link road from MTN Barot to Bankaroli via Sai Temple 0.00 to 0.800 SH Providing and laying interlocking paver block at R.D. 0.600 to 0.800 etc,Construction of link road from MTN Barot to Bankaroli via Sai Temple 0.00 to 0.800 SH Providing and laying interlocking paver block at R.D. 0.600 to 0.800 etc,Please refer Tender documents.,,"8,55,843",Civil Works,,Tender,75.0,30.0,FATEHPUR,176053.0,,,,Fatehpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST, PAN and Latest ITR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work done, one similar nature work not less than forty  present amount put to tender last five years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Detail regarding arbitration litigation cases for the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An affidavit that the information furnished with BID documents are true and correct with Name of wor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in the Bid Data Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
