Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,No.14754-61 dated 08.02.2024,2024_PWD_86160_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,1.	Cost of tender and earnest money indicate in Schedule F General Rule NO. 24.1,16-Feb-2024 04:00 PM,27-Feb-2024 11:00 AM,16-Feb-2024 04:00 PM,27-Feb-2024 10:30 AM,,,16-Feb-2024 04:00 PM,27-Feb-2024 10:30 AM,07-Mar-2024 11:00 AM,"15,02,300",No,fixed,,EE solan,EE Solan,1.0,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"5,000",EE Solan,EE Solan,No,Executive Engineer B and R Division HPPWD Solan,near new bus stand solan,"Construction of Office of the Superintending Engineer 3rd Circle, HPPWD, Solan","C/o Building portion, WS and SI, rain water harvesting tank, septic tank and site development",as per GCC,,"7,51,46,398",Civil Works,,Tender,90.0,548.0,Solan,173212.0,,,,Solan B and R division,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,2.	Contractors registration refers general rules and directions No 24.3 of SBD.,,,,,,,,,,,,,,,,2.0,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,3.	GST registration refers general rules and Directions no 24.4 of SBD.,,,,,,,,,,,,,,,,3.0,Financial Details,Annual Turn over certificates from CA,Annual Turn over certificates from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,4.	Work done certificate and work in hand certificate refer in general rules No 24.5 schedule F Note,,,,,,,,,,,,,,,,4.0,Work Details,Existing Commitments,Existing Commitments Details,HP_ExistingCommitments.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"5.	List of machinery, tool plant shown in schedule F with reference to clause 24.6 of SBD affidavit",,,,,,,,,,,,,,,,5.0,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,6.	Affidavits of correctness of all the documents are submitted is true by the Contractor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,9.	Contractor should have to submit the proof of EPF as mentioned in SBD Clause 22 A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,10.	Work done condition one similar nature of work not less than 40 percent of the estimated cost as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,12.	Fill Form NO 8 of SBD as per Directions and Rules No 24.8 and upload PDF documents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
