Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Haroli",No. JSV/ Haroli/ TA/ tender/24- 4602-25 dt 18-10-24,2024_HPIPH_94483_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti  department,19-Oct-2024 10:00 AM,30-Oct-2024 11:00 AM,19-Oct-2024 10:00 AM,29-Oct-2024 05:00 PM,19-Oct-2024 10:00 AM,29-Oct-2024 05:00 PM,19-Oct-2024 10:00 AM,29-Oct-2024 05:00 PM,08-Nov-2024 02:25 PM,"1,02,623",Yes,fixed,,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,1.0,ICICI BANK,800.0,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,Yes,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,"Providing Flood Protection Work  at Ghaluwal in tehsil Haroli Distt. Una(HP) (SH  C/O Earthen Embankment with apron, slope pitching and toe wall at Right bank of Swan River Near Ghaluwal Rest House ).","Providing Flood Protection Work  at Ghaluwal in tehsil Haroli Distt. Una(HP) (SH C/O Earthen Embankment with apron, slope pitching and toe wall at Right bank of Swan River Near Ghaluwal Rest House ).",as per NIT,,"70,12,344",Civil Works,,Tender,120.0,90.0,Ghaluwal,177220.0,,,,Haroli Distt Una HP,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of GST number along with latest copy of  GST return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of EPF number and Income Tax   registration number or their  latest clearance certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work  done certificate, if any",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding two or more works pending to be executed under Jal Shakti Divn Haroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EMD exemption certificate if exempted and affidavit of non exhaustion in case of exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest Income Tax return (ITR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
