Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",EE-JSV-HMR-2024-25-6692-6791,2024_HPIPH_92870_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,"(i)	The earnest money in favour of Executive Engineer, JAL Shakti Division Hamirpur, shall be submit",09-Sep-2024 05:00 PM,18-Sep-2024 11:30 AM,09-Sep-2024 05:00 PM,18-Sep-2024 11:00 AM,,,09-Sep-2024 05:00 PM,18-Sep-2024 11:00 AM,25-Sep-2024 02:40 PM,"7,68,848",No,fixed,,EE JSV Division Hamirpur,EE JSV Division Hamirpur,1.0,ICICI BANK,"2,500",EE JSV Division Hamirpur,EE JSV Division Hamirpur,No,EE JSV Division Hamirpur,EE JSV Division Hamirpur,Operation and Maintenance of LWSS Hamirpur Town in Tehsil and District Hamirpur sub head  Operation and Maintenance of Scheme for 5 years ),Operation and Maintenance of LWSS Hamirpur Town in Tehsil and District Hamirpur  Sub Head Operation and Maintenance of Scheme for 5 years ),Please refer Tender documents.,,"7,36,34,837",Civil Works,,Tender,120.0,1825.0,EE JSV Division Hamirpur,177001.0,Chief Engineer JSV HZ Hamirpur,Chief Engineer JSV HZ Hamirpur,13-Sep-2024 12:30 PM,EE JSV Division Hamirpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,The cost of tender form as shown above shall be submitted shall be submitted either through online m,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with JAL Shakti Vibhag or any other state/central Govt. departme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of EPF registration. If not registered then the successful bidder should get him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual Turnover of three years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Definition of similar work Similar work means operation and maintenance work of Water Supply Sche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"d)	PAN (Permanent Account No.), GST registration and EPF registration and latest ITR.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,f)	The authorization letter regarding digital signature certificate (DSC) of the person authorized b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,g)	A scanned copy of undertaking  in that I have carefully studied all the terms and conditions stip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Experience of having successfully completed similar works during last seven years ending last day of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
