Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Haroli",No. JSV/ Haroli/ TA/ tender/24- 4399-4420 dt 10-10-24,2024_HPIPH_94189_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti  department,11-Oct-2024 03:00 PM,19-Oct-2024 11:00 AM,11-Oct-2024 03:00 PM,18-Oct-2024 05:00 PM,11-Oct-2024 03:00 PM,18-Oct-2024 05:00 PM,11-Oct-2024 03:00 PM,18-Oct-2024 05:00 PM,19-Oct-2024 01:40 PM,"25,081",Yes,fixed,,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,1.0,ICICI BANK,400.0,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,Yes,Executive Engineer Jal Shakti  Divn  Haroli,Executive Engineer Jal Shakti  Divn  Haroli,SH C/O 25000 Ltr. Capacity with 10 mtr staging  height at Mohalla Patyal Gammian at Panchayat Nagnoli  Under WSS Nagnoli in Tehsil Haroli Distt. Una(HP) under CRF,SH C/O 25000 Ltr. Capacity with 10 mtr staging  height at Mohalla Patyal Gammian at Panchayat Nagnoli  Under WSS Nagnoli in Tehsil Haroli Distt. Una(HP) under CRF,as per NIT,,"12,54,044",Civil Works,,Tender,120.0,180.0,Mohalla Patyal Gammian at Panchayat Nagnoli,174303.0,,,,Haroli Distt Una HP,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of GST number along with latest copy of  GST return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of EPF number and Income Tax   registration number or their  latest clearance certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"work  done certificate, if any",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking regarding two or more works pending to be executed under Jal Shakti Divn Haroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EMD exemption certificate if exempted and affidavit of non exhaustion in case of exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Latest Income Tax return (ITR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
