Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,PW/MED/TA/NIT/ e-notice/21-22-110-20 dt 08.04.22,2022_PWD_59586_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,18-Apr-2022 10:00 AM,25-Apr-2022 11:30 AM,18-Apr-2022 10:00 AM,25-Apr-2022 10:00 AM,,,18-Apr-2022 10:00 AM,25-Apr-2022 10:00 AM,25-May-2022 10:30 AM,"88,850",No,fixed,,Nil,Nil,1.0,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"2,000",Nil,Nil,No,"Executive Engineer, Electrical Division,  HP.PWD M","Executive Engineer, Electrical Division,  HP.PWD Mandi","Construction of Additional Accommodation of Circuit House at Manali,  District Kullu  HP SH Providing Central Heating System therein","Construction of Additional Accommodation of Circuit House at Manali,  District Kullu  HP SH Providing Central Heating System therein",please refer to bid doc.,,"56,31,878",Electrical Works,,Tender,75.0,365.0,MANALI,175103.0,,,,"Electrical Division, HPPWD Mandi H.P",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,OEM (Central heating) / Auth agency of OEM duly authorized by OEM,,,,,,,,,,,,,,,,2.0,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",,,,,,,,,,,,,,,,3.0,Certificate Details,Bidders Address Format,Bidders Address Format Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,4.0,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,5.0,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit  regarding No  gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding  information  being furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt. Deptt / Board / PSU.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
