Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
C/o 02 Nos Type II quarter for PHC Staff Darwar in Tehsil Dharampur Distt Mand,C/o 02 Nos Type II quarter including water supply and sanitary work,Please refer tender documents  ,NA ,"21,97,855",Civil Works - Buildings,NA ,Tender,120.0,365.0,Dharampur,175040.0,NA ,NA ,NA ,Dharampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",16-Mar-2019 05:00 PM,22-Mar-2019 11:30 AM,16-Mar-2019 05:00 PM,22-Mar-2019 11:00 AM,NA ,NA ,16-Mar-2019 05:00 PM,22-Mar-2019 11:00 AM,05-Apr-2019 02:00 PM,Executive Engineer,HPPWD Division Dharampur,1.0,DD - Demand Draft,PWD,23801-03 dt. 14.02.2019,2019_PWD_28529_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,500",Executive Engineer,HPPWD Dharampur,No,"41,000",No,fixed,,Executive Engineer,HPPWD Division Dharampur,AOC,Executive Engineer,Internal,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Division Dharampur Supdtt GrII HDM HPPWD Division Dharampur,Eshant Thakur,04-Apr-2019 03:12 PM,05-Apr-2019 02:00 PM,techsummary_41024.pdf (340.51 KB),PWD,2019_PWD_28529_1,23801-03 dt. 14.02.2019,C/o 02 Nos Type II quarter for PHC Staff Darwar in Tehsil Dharampur Distt Mand,02-Jul-2019,"INR 2,549,399",365.0,Anil Kumar Sharma,02-Jul-2019 04:03 PM,28529.PDF (1921.00 KB),Work awarded to Sh. Puneet Kumar Govt Cont vide this office letter No. 5047-54 dt. 02.07.2019,Executive Engineer,Internal,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Div Dharampur Supdtt GrII HDm HPPWD Division Dharampur,Eshant Thakur,11-Apr-2019 11:30 AM,finsummary_41024.pdf (263.56 KB),1.0,119342.0,Anil Kumar,20-Mar-2019 05:56 PM,Rejected-AOC,3rd lowest,02-Jul-2019 04:03 PM,Technical,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Division Dharampur Divisional Accountant HPPWD Division Dharampur Supdtt GrII HDM HPPWD Division Dharampur,Anil Kumar Sharma,22-Mar-2019 11:55 AM,technical_41024.pdf,1.0,119473.0,PUNEET KUMAR GOVT CONTRACTOR,INR,"2,549,399",Finance,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Div Dharampur Supdtt GrII HDm HPPWD Division Dharampur,Eshant Thakur,11-Apr-2019 11:26 AM,finance_41024.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,119417.0,Mahinder Thakur,21-Mar-2019 12:24 PM,Rejected-AOC,2nd lowest,02-Jul-2019 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23) ,GST Registration (TIN No.)(General Rule No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,119473.0,PUNEET KUMAR GOVT CONTRACTOR,21-Mar-2019 09:10 PM,Accepted-AOC,1st lowest,02-Jul-2019 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and Work In Hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,119355.0,Subhash Chand,20-Mar-2019 06:08 PM,Rejected-Technical,Non Responsive,04-Apr-2019 03:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Registration No. of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavits regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor should not have more than two works each of Rs. 100 Lacs or more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
