Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Category,Sub Category,Sub Category Description,Format/File,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of 5.7 mtr. wide road from Lalsa Khaneshni Lamanal road Km. 0.000 to 4/052 (SH Formation cutting of 5.7 mtr. wide Cross drainage work C.O Katcha drain C.O PCC P.L Kharanja stone soling at various RDs and C.O Dumping site and carriage of,Construction of 5.7 mtr. wide road from Lalsa Khaneshni Lamanal road Km. 0.000 to 4/052 (SH Formation cutting of 5.7 mtr. wide Cross drainage work C.O Katcha drain C.O PCC P.L Kharanja stone soling at various RDs and C.O Dumping site and carriage of,Please refer Tender documents. ,NA ,"1,80,28,914",Civil Works - Roads,NA ,Tender,120.0,NA ,Rampur,172001.0,NA ,NA ,NA ,EE Rampur,No ,No,1.0,DD - Demand Draft,"5,000",EE Rampur,Rampur,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),EE Rampur,Executive Engineer B and R Division HPPWD Rampur,29-Jan-2019 11:00 AM,02-Mar-2019 11:00 AM,11-Feb-2019 11:00 AM,02-Mar-2019 09:00 AM,11-Feb-2019 11:00 AM ,02-Mar-2019 09:00 AM ,11-Feb-2019 11:00 AM,02-Mar-2019 09:00 AM,05-Mar-2019 12:30 PM,PWD,13826-28 dated 14.01.2019,2019_PWD_26177_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,date corrigendum,Date,,"2,12,700",Yes,fixed,,EE Rampur,Rampur,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,AOC,PWD,2019_PWD_26177_1,13826-28 dated 14.01.2019,Construction of 5.7 mtr. wide road from Lalsa Khaneshni Lamanal road Km. 0.000 to 4/052 (SH Formation cutting of 5.7 mtr. wide Cross drainage work C.O Katcha drain C.O PCC P.L Kharanja stone soling at various RDs and C.O Dumping site and carriage of,Er.S.K.SobtiEE,Internal,KusahalManiSudt.,Sandeep Sobti,05-Mar-2019 12:19 PM,05-Mar-2019 12:30 PM,techsummary_36933.pdf (236.42 KB),Er. S.K. Sobti,Internal,DAO Supdt.,Sandeep Sobti,20-Jul-2019 10:49 AM,finsummary_36933.pdf (228.25 KB),20-Jul-2019,"INR 18,028,914",548.0,Sandeep Sobti,20-Jul-2019 10:55 AM,awardletter.pdf (572.00 KB),Award letter,1.0,116616.0,Ashok Negi,01-Mar-2019 07:08 PM,Rejected-AOC,seventh lowest,20-Jul-2019 10:55 AM,Technical,Proceeding,Sandeep Sobti,05-Mar-2019 11:28 AM,technical_36933.pdf,Finance,Proceeding,Sandeep Sobti,20-Jul-2019 10:39 AM,finance_36933.pdf,BOQ Comparative Chart,1.0,116673.0,MILAP SINGH THAKUR,INR,"14,971,779",AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,116684.0,BACHITTAR SINGH AND CO,01-Mar-2019 08:37 PM,Rejected-AOC,fifth lowest,20-Jul-2019 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,113540.0,Ishwar Singh Rathour,26-Feb-2019 11:11 PM,Rejected-AOC,third lowest,20-Jul-2019 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,116673.0,MILAP SINGH THAKUR,01-Mar-2019 07:00 PM,Accepted-AOC,first lowest,20-Jul-2019 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,116695.0,Om Prakash Mehta,01-Mar-2019 10:11 PM,Rejected-AOC,second lowest,20-Jul-2019 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature and detail of ongoing works (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,115558.0,PRATAP SINGH VERMA GOVT CONTRACTOR,02-Mar-2019 07:39 AM,Rejected-AOC,fourth lowest,20-Jul-2019 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,116701.0,Sachin Sood,01-Mar-2019 10:54 PM,Rejected-AOC,sixth lowest,20-Jul-2019 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration under Employees Provident Funds and Miscellaneous Provision act 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
