Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
PWD,No/CB/18-19-3693-3792dt10-7-18,2018_PWD_22303_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,EE Shillai,EE Shillai Division HPPWD Shillai,1.0,DD - Demand Draft,"14,550",No,fixed,,EE Shillai,Shillai,20-Jul-2018 03:00 PM,10-Aug-2018 11:30 AM,20-Jul-2018 03:00 PM,09-Aug-2018 03:00 PM,NA ,NA ,20-Jul-2018 03:00 PM,09-Aug-2018 03:00 PM,27-Aug-2018 11:00 AM,Construction of Veterinary dispensary building at Pab Manal Tehsil Shillai HP,onstruction of Building portion Retaining wall Breast Wall and Site Development etc,Please refer to tender documents ,NA ,"7,26,229",Civil Works - Buildings,NA ,Tender,90.0,180.0,shillai,173027.0,NA ,NA ,NA ,EE Shillai,No ,No,350.0,EE Shillai,Shillai,No,AOC,Er. Pramod Upreti EE,Internal,Raghubir Singh A.E. Sawaran Singh DHD Daulat Ram Supdt. G.II Pratap DAO Chamel Singh T.A.,Ajay Kumar Sharma,25-Aug-2018 02:40 PM,27-Aug-2018 11:00 AM,techsummary_31371.pdf (1178.27 KB),PWD,2018_PWD_22303_4,No/CB/18-19-3693-3792dt10-7-18,Construction of Veterinary dispensary building at Pab Manal Tehsil Shillai HP,03-Jul-2019,"INR 726,229",180.0,Ajay Kumar Sharma,03-Jul-2019 12:30 PM,aocmadan.pdf (471.00 KB),AOC,Er. Promod Kumar Upreti,Internal,"A.E. HPPWD Sub Division Shillai, Sh. Daulat Ram Verma Supdt. G-II, Sh. Pratap Singh D.A.O, Sh. Saran Singh DHD, Sh. Chamail Singh T.A.",Ajay Kumar Sharma,03-Jul-2019 12:27 PM,finsummary_31371.pdf (70.75 KB),1,91414,Anil Kumar,08-Aug-2018 05:45 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,Technical,Bid Opening Summary,Ajay Kumar Sharma,25-Aug-2018 02:36 PM,technical_31371.pdf,1.0,91534.0,madan,INR,"1,071,388",Finance,Bid Opening Summary,Ajay Kumar Sharma,03-Jul-2019 12:13 PM,finance_31371.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,90814,atma ram,06-Aug-2018 02:55 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,91466,Balbir Singh,08-Aug-2018 08:08 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,91549,Budh Singh,09-Aug-2018 02:34 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,91341,Contractor Kirpa Ram,09-Aug-2018 01:00 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,91540,daleep,09-Aug-2018 01:01 PM,Rejected-Finance,L2,03-Jul-2019 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,91226,Geeta Ram,08-Aug-2018 08:57 AM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,91546,gulab,09-Aug-2018 01:16 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,91171,jagat singh,08-Aug-2018 01:29 PM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,91509,Jalam Singh,09-Aug-2018 10:52 AM,Rejected-Technical,Not Qualifty,25-Aug-2018 02:40 PM,,,,,,,,,,,,,,,,,AOC
