S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,Construction of road from Kalahod to Jhore Luhakhar via Patrahan KM 0/0 to 5/500.,"SH Providing and laying Grade-II, correction work and tarring at RD 4/0 to 5/0 under SCSP",As per tender documents ,NA ,"7,34,499",Civil Works - Roads,NA ,Tender,120.0,30.0,Sunder Nagar,175018.0,NA ,NA ,NA ,Sunder Nagar Division HPPWD,No ,No,Executive Engineer Sunder Nagar Division HPPWD,O/O Executive Engineer Sunder Nagar Division HPPWD,"15,000",No,fixed,,EE Sundernagar,Sundernagar,350.0,EE Sundernagar,Sundernagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,06-May-2019 09:00 AM,21-May-2019 11:00 AM,06-May-2019 10:00 AM,20-May-2019 06:00 PM,06-May-2019 09:00 AM ,20-May-2019 03:00 PM ,06-May-2019 10:30 AM,20-May-2019 06:00 PM,23-May-2019 02:00 PM,PWD,PW-SNR-CB-E-Tender/18- 708-12 dt 23.04.19,2019_PWD_28806_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_28806_1,PW-SNR-CB-E-Tender/18- 708-12 dt 23.04.19,Construction of road from Kalahod to Jhore Luhakhar via Patrahan KM 0/0 to 5/500.,Executive Engineer (B and R) Sundernagar,Internal,Er. N R Chandel AE Suket Sushil Kumar DAO Gr-I Dinesh Sen HDM Girja Sharma Supdt,Naresh Raj Chandel,23-May-2019 11:31 AM,23-May-2019 02:00 PM,techsummary_41760.pdf (208.82 KB),Executive Engineer Sundernagar Divn,Internal,Divisional Accounts Officer Gr-I Superintendent Gr-II HDM,Naresh Raj Chandel,27-Jul-2019 02:14 PM,finsummary_41760.pdf (5007.00 KB),27-Jul-2019,"INR 903,136",30.0,Naresh Raj Chandel,27-Jul-2019 02:21 PM,AOC.pdf (5007.00 KB),AOC issued after negotiation,Finance,Financial Bid Opening Summary,Naresh Raj Chandel,24-May-2019 11:50 AM,finance_41760.pdf,BOQ Comparative Chart,1.0,121065.0,Tek Chand,INR,"954,376.5",1.0,121065.0,Tek Chand,20-May-2019 05:58 PM,Accepted-AOC,Lowest,27-Jul-2019 02:21 PM,Technical,BOS,Naresh Raj Chandel,21-May-2019 05:29 PM,technical_41760.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,121056.0,VIKRAMJEET SINGH,19-May-2019 12:15 PM,Rejected-AOC,Beign 2nd lowest,27-Jul-2019 02:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
