Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
03-Jul-2019,"INR 122,348,353",730.0,Bishwjeet Singh,03-Jul-2019 11:55 AM,CombindOfficeAwardletter.pdf (223.00 KB),Award Letter,Er. K K Kaushal,Internal,Sh Megh Singh Supdt Sh. Partap Singh DHD,Bishwjeet Singh,04-May-2019 11:03 AM,finsummary_39063.pdf (134.31 KB),Er. K K Kaushal,Internal,Sh. Meg Singh Supdt Sh Partap Singh DHD,Bishwjeet Singh,07-Mar-2019 11:15 AM,07-Mar-2019 11:20 AM,techsummary_39063.pdf (222.57 KB),PWD,2019_PWD_27420_1,No.PW.SRJ/TA/2018- 10221-23 dated 16.01.2019,Construction of Combined office building at Thunag Distt Mandi (HP) (SH- Construction of building portion WS and SI Septic tank Soak pit Rain water harvesting system and Site development,1.0,114817.0,rajesh kumar suman,INR,"155,922,624",Finance,Summary,Bishwjeet Singh,04-May-2019 10:58 AM,finance_39063.pdf,BOQ Comparative Chart,Technical,Summary,Bishwjeet Singh,07-Mar-2019 11:11 AM,technical_39063.pdf,1.0,115132.0,KDN Infrastructure Pvt. Ltd.,25-Feb-2019 11:12 AM,Rejected-AOC,L-2,03-Jul-2019 11:55 AM,AOC,PWD,No.PW.SRJ/TA/2018- 10221-23 dated 16.01.2019,2019_PWD_27420_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"5,000",EE Seraj at janjehli,Seraj at janjehli,Yes,1.0,DD - Demand Draft,16-Feb-2019 11:00 AM,26-Feb-2019 11:00 AM,16-Feb-2019 11:30 AM,26-Feb-2019 09:00 AM,NA ,NA ,16-Feb-2019 11:30 AM,26-Feb-2019 09:00 AM,07-Mar-2019 11:20 AM,"5,00,000",Yes,fixed,,EE Seraj at janjehli,Seraj at janjehli,Construction of Combined office building at Thunag Distt Mandi (HP) (SH- Construction of building portion WS and SI Septic tank Soak pit Rain water harvesting system and Site development,Construction of Combined office building at Thunag Distt Mandi (HP) (SH- Construction of building portion WS and SI Septic tank Soak pit Rain water harvesting system and Site development,Please refer Tender documents. ,NA ,"12,23,48,353",Civil Works,NA ,Tender,120.0,730.0,Janjehli,175047.0,NA ,NA ,NA ,EE Janjehli,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (General rule No. 26.1),EE Janjehli,Executive Engineer Seraj Division HP PWD Janjehli,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,115165.0,P K Construction Shimla Pvt Ltd,25-Feb-2019 01:37 PM,Rejected-AOC,L-4,03-Jul-2019 11:55 AM,AOC,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (General rule No. 26.2),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,114817.0,rajesh kumar suman,25-Feb-2019 04:44 PM,Accepted-AOC,L-1,03-Jul-2019 11:55 AM,AOC,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (General rule No. 26.3),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,114831.0,Rajesh Thakur,24-Feb-2019 02:36 PM,Rejected-Technical,FD not pledged in name of EE Janjehali,07-Mar-2019 11:15 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (General rule No. 26.4),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,115066.0,Suket Construction Co. Pvt. Ltd.,25-Feb-2019 09:25 PM,Rejected-AOC,L-3,03-Jul-2019 11:55 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(General rule 26.5),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant (General rule 26.6),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund and Miscellaneous Provision Act 1952 (General rule 25 A),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of Charted Accountant (General rule No.28.2 a),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done condition (General rule No. 28.2 b),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP PWD Form 8 duly signed by the contractor,,,AOC
